codigo_acta,codigo_mesa,votos_p1,votos_p2,votos_p3,votos_p4,blancos,nulos,habilitados,anfora,no_usadas,observacion_formal,tipo_observacion_formal
2060400940007,2060400940007,32,7,9,148,15,8,245,219,26,,
2060400940008,2060400940008,38,83,21,717,24,3,996,886,110,,
2060400948001,2060400948001,248,75,52,310,17,72,935,774,161,,
2060500949001,2060500949001,7,5,3,91,7,5,143,118,25,,
2060500949002,2060500949002,1,0,0,13,0,0,17,14,3,,
2060500949003,2060500949003,70,105,28,326,32,52,635,613,22,,
2060500949004,2060500949004,85,22,2,93,2,4,210,208,2,,
2060500949005,2060500949005,12,6,3,20,7,0,54,48,6,,
2060500949006,2060500949006,1,9,12,199,1,9,260,231,29,,
2060500949007,2060500949007,157,47,37,210,79,21,653,551,102,,
2060500949008,2060500949008,48,3,2,70,21,4,159,148,11,,
2060500949009,2060500949009,46,29,19,248,66,30,546,438,108,,
2060500949010,2060500949010,4,8,9,118,25,18,216,182,34,,
2060500949011,2060500949011,1,4,8,147,24,10,200,194,6,,
2060500949012,2060500949012,251,66,45,237,30,21,658,650,8,,
2060500949013,2060500949013,30,77,33,258,2,27,484,427,57,,
2060500962001,2060500962001,11,14,5,415,27,41,655,513,142,,
2060500962002,2060500962002,22,21,52,642,66,51,951,854,97,,
2060500962003,2060500962003,81,33,7,80,43,24,278,268,10,,
2060500962004,2060500962004,45,20,8,52,9,12,167,146,21,,
2060500962005,2060500962005,74,22,2,86,1,6,201,191,10,,
2060500962006,2060500962006,44,22,9,360,2,12,450,449,1,,
2060500962007,2060500962007,263,65,36,201,19,68,807,652,155,,
2060500962008,2060500962008,24,6,0,21,10,8,82,69,13,,
2060500962009,2060500962009,128,86,32,415,80,28,770,769,1,,
2060600971001,2060600971001,94,103,26,426,27,66,790,742,48,,
2060600971002,2060600971002,34,101,58,422,75,23,750,713,37,,
2060600971003,2060600971003,24,5,0,29,9,5,73,72,1,,
2060600971004,2060600971004,85,4,13,135,4,18,277,259,18,,
2060600971005,2060600971005,33,20,13,75,2,8,173,151,22,,
2060600971006,2060600971006,82,83,42,235,33,55,571,530,41,,
2060700977001,2060700977001,13,5,0,12,1,2,37,33,4,,
2060700977002,2060700977002,116,55,26,97,40,23,407,357,50,,
2060700977003,2060700977003,10,11,6,71,6,5,113,109,4,,
2060700977004,2060700977004,27,57,23,227,67,49,514,450,64,,
2060700977005,2060700977005,185,56,40,222,104,53,677,660,17,,
2060800982001,2060800982001,36,87,30,323,32,1,543,509,34,,
2060800982002,2060800982002,9,116,1,621,88,53,956,888,68,,
2060800982003,2060800982003,189,33,26,194,7,13,559,462,97,,
2060800982004,2060800982004,73,136,43,465,9,43,791,769,22,,
2060800982005,2060800982005,10,0,0,33,7,0,51,50,1,,
2060800982006,2060800982006,174,111,63,396,104,56,950,904,46,Inconsistencia aritmética: Suma de votos por candidatos que no coincide con el total de votos válidos o votos emitidos.,INCONSISTENCIA_ARITMETICA
2060800982007,2060800982007,102,90,33,332,141,60,921,758,163,,
2060800982008,2060800982008,73,93,15,303,15,34,551,533,18,,
2060800982009,2060800982009,25,4,10,129,24,6,248,198,50,,
2060800982010,2060800982010,72,16,2,188,29,31,422,338,84,,
2060800982011,2060800982011,17,3,0,17,0,0,37,37,0,,
2060800982012,2060800982012,52,3,2,116,23,20,222,216,6,,
2060800982013,2060800982013,0,0,0,1,0,0,1,1,0,,
2060800982014,2060800982014,14,23,16,130,19,18,255,220,35,,
2070100996001,2070100996001,261,22,46,203,103,63,807,698,109,,
2070100996002,2070100996002,203,70,13,155,33,44,584,518,66,,
2070100996003,2070100996003,23,27,5,224,58,28,458,365,93,,
2070100996004,2070100996004,2,97,3,464,6,45,675,617,58,,
2070100996005,2070100996005,11,17,9,78,7,13,141,135,6,,
2070100996006,2070100996006,4,1,8,180,16,4,228,213,15,,
2070100996007,2070100996007,101,7,30,275,91,39,615,543,72,,
2070100996008,2070100996008,231,70,36,167,68,30,749,602,147,,
2070100996009,2070100996009,46,36,3,322,45,42,601,494,107,,
2070100996010,2070100996010,138,59,33,388,21,72,848,711,137,,
2070100996011,2070100996011,0,1,3,36,2,0,43,42,1,,
2070100996012,2070100996012,7,5,0,29,1,2,51,44,7,,
2070100996013,2070100996013,42,25,0,86,21,14,195,188,7,,
2070101009001,2070101009001,122,112,56,341,2,43,808,676,132,,
2070101009002,2070101009002,136,20,40,458,119,33,824,806,18,,
2070101009003,2070101009003,32,56,13,196,25,1,395,323,72,,
2070101009004,2070101009004,9,28,37,455,29,66,748,624,124,,
2070101009005,2070101009005,72,21,4,187,11,9,357,304,53,,
2070101009006,2070101009006,2,7,1,26,2,1,45,39,6,,
2070101015001,2070101015001,126,18,18,203,12,16,468,393,75,,
2070101015002,2070101015002,138,55,8,328,40,25,721,594,127,,
2070101015003,2070101015003,16,25,1,137,11,4,204,194,10,,
2070101015004,2070101015004,1,1,0,4,0,0,7,6,1,,
2070101015005,2070101015005,52,36,2,346,26,17,610,479,131,,
2070101020001,2070101020001,73,9,15,156,15,26,305,294,11,,
2070101020002,2070101020002,61,1,13,145,27,8,308,255,53,,
2070101020003,2070101020003,293,73,12,314,27,61,810,780,30,,
2070101020004,2070101020004,73,39,7,707,26,31,945,883,62,,
2070101020005,2070101020005,38,16,0,96,25,2,213,177,36,,
2070101020006,2070101020006,100,43,35,518,46,7,885,749,136,,
2070101020007,2070101020007,98,65,2,581,115,46,966,907,59,,
2070101020008,2070101020008,63,7,19,148,6,21,291,264,27,,
2080101028001,2080101028001,62,69,33,199,61,19,475,443,32,,
2080101028002,2080101028002,145,78,6,235,65,53,668,582,86,,
2080101028003,2080101028003,18,3,2,17,9,0,61,49,12,,
2080101028004,2080101028004,4,0,0,6,0,0,11,10,1,,
2080101028005,2080101028005,51,18,13,148,49,36,389,315,74,,
2080101028006,2080101028006,12,8,1,37,3,7,83,68,15,,
2080101034001,2080101034001,155,105,33,252,44,2,756,591,165,,
2080101034002,2080101034002,76,3,16,474,91,30,821,690,131,,
2080101034003,2080101034003,20,26,2,186,46,21,347,301,46,,
2080201037001,2080201037001,126,22,9,226,0,29,443,412,31,,
2080201037002,2080201037002,64,19,14,50,23,4,209,174,35,,
2080201037003,2080201037003,28,4,7,40,4,8,115,91,24,,
2080201037004,2080201037004,140,95,57,331,49,20,775,692,83,,
2080201037005,2080201037005,16,4,0,57,15,8,123,100,23,,
2080201037006,2080201037006,107,22,14,91,52,5,367,291,76,,
2080201037007,2080201037007,88,17,15,424,25,69,747,638,109,,
2080201037008,2080201037008,127,38,2,485,130,13,891,795,96,,
2080201037009,2080201037009,33,57,29,339,107,40,737,605,132,,
2080201046001,2080201046001,77,92,6,480,27,4,857,686,171,,
2080201046002,2080201046002,134,93,5,311,28,27,619,598,21,,
2080201046003,2080201046003,50,19,1,40,17,1,128,128,0,,
2080201046004,2080201046004,11,5,1,38,6,4,71,65,6,,
2080201046005,2080201046005,116,40,33,151,17,29,428,386,42,,
2080201046006,2080201046006,149,33,3,150,30,13,396,378,18,,
2080201046007,2080201046007,44,4,5,46,6,2,114,107,7,,
2080201046008,2080201046008,341,66,18,333,75,55,985,888,97,,
2080201046009,2080201046009,195,92,28,152,88,35,603,590,13,,
2080201046010,2080201046010,44,19,13,122,13,27,297,238,59,,
2080201046011,2080201046011,39,50,7,195,25,3,338,319,19,,
2080201046012,2080201046012,56,10,5,55,14,12,180,152,28,Falta de datos de apertura o cierre: Omisión de la hora exacta de inicio o finalización de la jornada electoral en el acta.,FALTA_DATOS_APERTURA_CIERRE
2080201046013,2080201046013,106,10,25,238,65,39,498,483,15,,
2080201046014,2080201046014,66,6,1,71,2,17,204,163,41,,
2080201046015,2080201046015,65,1,5,257,35,27,417,390,27,,
2080201046016,2080201046016,215,11,35,269,103,34,749,667,82,,
2080201046017,2080201046017,45,19,9,42,12,0,148,127,21,,
2080201046018,2080201046018,98,38,26,231,41,14,456,448,8,,
2080201046019,2080201046019,130,75,11,206,97,16,641,535,106,,
2080201046020,2080201046020,61,2,5,112,11,11,247,202,45,,
2080201066001,2080201066001,190,42,10,315,25,14,649,596,53,,
2080201066002,2080201066002,118,7,24,257,69,47,525,522,3,,
2080201066003,2080201066003,41,31,7,91,9,4,234,183,51,,
2080201066004,2080201066004,205,61,21,293,48,1,660,629,31,,
2080301070001,2080301070001,1,0,0,3,0,0,4,4,0,,
2080301070002,2080301070002,43,22,2,304,10,39,532,420,112,,
2080301070003,2080301070003,278,40,49,203,74,2,731,646,85,,
2080301070004,2080301070004,29,45,36,445,79,23,794,657,137,,
2080301070005,2080301070005,212,24,64,509,0,90,977,899,78,,
2080301070006,2080301070006,34,15,2,39,3,6,121,99,22,,
2080301070007,2080301070007,153,18,13,145,39,31,436,399,37,,
2080301070008,2080301070008,71,25,19,163,39,18,425,335,90,,
2080301070009,2080301070009,89,36,13,408,97,8,667,651,16,,
2080301070010,2080301070010,38,28,35,390,75,17,600,583,17,,
2080301070011,2080301070011,47,9,2,162,15,9,277,244,33,,
2080301070012,2080301070012,3,10,4,42,6,0,71,65,6,,
2080301070013,2080301070013,92,32,27,361,65,47,782,624,158,,
2080301070014,2080301070014,27,12,5,54,2,2,104,102,2,,
2080301070015,2080301070015,98,128,2,460,61,26,776,775,1,,
2080301070016,2080301070016,193,13,16,207,11,17,544,457,87,,
2080301086001,2080301086001,248,104,7,321,118,8,842,806,36,,
2080301086002,2080301086002,130,37,5,122,6,20,353,320,33,,
2080301086003,2080301086003,34,8,6,147,27,24,283,246,37,,
2080301089001,2080301089001,135,83,23,249,33,12,581,535,46,,
2080301089002,2080301089002,43,15,6,101,11,10,204,186,18,,
2080301089003,2080301089003,24,130,59,459,129,29,857,830,27,,
2080301089004,2080301089004,59,4,11,173,3,29,311,279,32,,
2080301089005,2080301089005,284,63,40,289,113,37,965,826,139,,
2080301089006,2080301089006,224,71,0,172,24,39,542,530,12,,
2080301089007,2080301089007,56,5,7,202,32,5,363,307,56,,
2080301089008,2080301089008,90,6,15,219,24,7,403,361,42,,
2080301089009,2080301089009,39,5,1,35,1,4,104,85,19,,
2080301089010,2080301089010,44,97,22,325,63,41,659,592,67,,
2080301089011,2080301089011,162,34,23,193,94,33,655,539,116,,
2080301089012,2080301089012,41,2,8,41,8,8,114,108,6,,
2080301089013,2080301089013,136,0,4,149,36,16,428,341,87,,
2080301089014,2080301089014,22,49,10,476,21,53,639,631,8,,
2080401103001,2080401103001,43,16,2,68,27,18,189,174,15,,
2080401103002,2080401103002,1,2,1,15,0,1,24,20,4,,
2080401103003,2080401103003,52,21,9,29,23,16,169,150,19,,
2080401103004,2080401103004,208,151,3,425,110,13,967,910,57,,
2080401107001,2080401107001,18,2,29,490,55,21,628,615,13,,
2080501108001,2080501108001,1,15,0,74,9,7,112,106,6,,
2080501108002,2080501108002,53,26,47,570,26,80,967,802,165,,
2080501108003,2080501108003,269,67,9,396,34,23,974,798,176,,
2080501108004,2080501108004,103,7,13,124,13,10,291,270,21,,
2080501108005,2080501108005,92,43,40,245,2,2,440,424,16,,
2080501108006,2080501108006,277,88,9,255,53,27,903,709,194,,
2080501108007,2080501108007,241,30,49,253,39,18,686,630,56,,
2080501108008,2080501108008,151,0,49,419,117,45,794,781,13,,
2080501108009,2080501108009,124,80,30,416,0,81,931,731,200,,
2080501108010,2080501108010,32,19,6,120,1,18,225,196,29,,
2080501108011,2080501108011,4,3,1,38,5,2,66,53,13,,
2080501108012,2080501108012,59,3,23,214,64,51,512,414,98,,
2080501108013,2080501108013,310,107,42,251,48,59,832,817,15,,
2080501108014,2080501108014,3,4,0,31,1,2,41,41,0,,
2080501108015,2080501108015,37,8,0,147,40,16,300,248,52,,
2080501108016,2080501108016,34,34,52,500,62,74,863,756,107,,
2080501108017,2080501108017,20,15,29,414,114,58,797,650,147,,
2080501108018,2080501108018,62,29,0,110,4,18,250,223,27,,
2080501126001,2080501126001,28,19,9,137,22,17,236,232,4,,
2080501126002,2080501126002,46,20,5,34,6,3,143,114,29,,
2080501128001,2080501128001,30,10,8,46,18,10,153,122,31,,
2080501128002,2080501128002,26,10,1,31,4,7,94,79,15,,
2080501128003,2080501128003,100,25,17,71,18,15,246,246,0,,
2080501128004,2080501128004,56,2,5,134,24,7,264,228,36,,
2080501128005,2080501128005,11,23,4,97,18,13,167,166,1,,
2080501128006,2080501128006,47,23,4,45,4,4,156,127,29,,
2080501128007,2080501128007,10,11,5,59,9,8,116,102,14,,
2080501128008,2080501128008,56,18,34,242,44,30,470,424,46,,
2080501136001,2080501136001,149,75,52,340,5,38,750,659,91,,
2080501136002,2080501136002,0,0,0,5,0,0,5,5,0,,
2080501136003,2080501136003,15,26,38,355,85,48,616,567,49,,
2080501136004,2080501136004,143,30,20,312,23,0,674,528,146,,
2080501136005,2080501136005,121,75,8,291,69,2,635,566,69,,
2080501136006,2080501136006,57,32,26,159,54,32,372,360,12,,
2080501136007,2080501136007,28,17,10,67,14,15,155,151,4,,
2080501136008,2080501136008,8,6,0,26,5,4,61,49,12,,
2080501136009,2080501136009,278,4,3,281,126,68,825,760,65,,
2080501136010,2080501136010,22,3,3,94,11,9,163,142,21,,
2080501136011,2080501136011,17,7,3,18,1,0,56,46,10,,
2080501136012,2080501136012,29,35,0,411,92,52,640,619,21,,
2080501136013,2080501136013,58,1,2,68,7,15,178,151,27,,
2080601149001,2080601149001,183,21,11,193,34,37,498,479,19,,
2080601149002,2080601149002,42,29,6,270,37,9,431,393,38,,
2080601149003,2080601149003,13,1,0,44,1,5,64,64,0,,
2080601149004,2080601149004,173,9,21,201,48,41,584,493,91,,
2080601149005,2080601149005,4,1,0,9,1,0,15,15,0,,
2080601149006,2080601149006,60,12,14,64,22,20,213,192,21,,
2080601149007,2080601149007,105,2,23,210,65,4,508,409,99,,
2080601149008,2080601149008,16,1,6,95,3,4,142,125,17,,
2080601149009,2080601149009,371,81,66,341,23,62,979,944,35,,
2080601149010,2080601149010,138,83,28,335,43,27,693,654,39,,
2080601149011,2080601149011,238,92,49,314,106,65,870,864,6,,
2080601149012,2080601149012,159,0,54,402,135,68,958,818,140,,
2080601149013,2080601149013,121,10,30,214,29,46,569,450,119,,
2080601149014,2080601149014,149,14,16,283,9,22,598,493,105,,
2080601149015,2080601149015,81,33,16,134,33,3,321,300,21,,
2080601149016,2080601149016,26,5,1,71,13,5,142,121,21,,
2080601149017,2080601149017,2,5,6,121,14,13,165,161,4,,
2080601149018,2080601149018,337,133,66,204,68,57,996,865,131,,
2080601149019,2080601149019,51,1,34,347,38,67,682,538,144,,
2080601149020,2080601149020,11,6,0,17,2,0,45,36,9,,
2080701169001,2080701169001,6,28,32,439,14,8,630,527,103,,
2080701169002,2080701169002,391,61,23,327,14,5,963,821,142,,
2080701169003,2080701169003,251,100,68,281,103,7,910,810,100,,
2080701169004,2080701169004,247,67,16,246,81,47,765,704,61,,
2080701169005,2080701169005,164,67,9,202,70,46,595,558,37,,
2080701169006,2080701169006,304,56,19,247,3,43,702,672,30,,
2080701175001,2080701175001,33,41,36,268,35,23,541,436,105,,
2080701175002,2080701175002,41,35,30,218,8,18,382,350,32,,
2080701175003,2080701175003,15,4,9,159,21,2,238,210,28,,
2090101178001,2090101178001,24,31,1,111,6,18,219,191,28,,
2090101178002,2090101178002,271,84,36,291,2,2,864,686,178,,
2090101180001,2090101180001,40,40,0,276,55,51,533,462,71,,
2090101180002,2090101180002,143,36,34,261,58,19,634,551,83,,
2090101180003,2090101180003,28,10,2,25,6,2,74,73,1,,
2090101180004,2090101180004,139,63,32,387,9,2,697,632,65,,
2090101180005,2090101180005,23,14,34,303,53,50,524,477,47,,
2090101180006,2090101180006,8,95,0,458,44,49,738,654,84,,
2090101180007,2090101180007,252,62,36,250,105,71,914,776,138,,
2090101180008,2090101180008,154,36,16,395,106,50,811,757,54,,
2090101188001,2090101188001,9,6,0,17,8,5,55,45,10,,
2090101188002,2090101188002,12,71,23,258,73,5,534,442,92,,
2090101188003,2090101188003,92,11,24,181,49,19,451,376,75,,
2090101188004,2090101188004,214,70,31,122,82,31,551,550,1,,
2090101188005,2090101188005,114,47,15,103,18,20,317,317,0,,
2090301193001,2090301193001,92,48,1,144,4,6,297,295,2,,
2090301193002,2090301193002,76,9,8,64,28,6,226,191,35,,
2090301193003,2090301193003,58,15,26,165,54,25,434,343,91,,
2090301193004,2090301193004,127,78,42,263,25,54,714,589,125,,
2090301193005,2090301193005,237,128,19,351,7,54,924,796,128,,
2090301193006,2090301193006,92,45,32,419,118,92,976,798,178,,
2090301193007,2090301193007,4,2,0,11,1,1,23,19,4,,
2090301193008,2090301193008,32,43,22,151,38,29,330,315,15,,
2090301193009,2090301193009,117,102,42,495,24,69,876,849,27,,
2090501202001,2090501202001,244,41,18,453,11,84,976,851,125,,
2090501202002,2090501202002,259,102,38,336,28,32,985,795,190,,
2090501202003,2090501202003,5,5,4,139,9,14,179,176,3,,
2090501202004,2090501202004,227,71,23,283,97,66,827,767,60,,
2090501202005,2090501202005,63,58,26,273,65,9,629,494,135,,
2090501202006,2090501202006,107,32,32,261,77,51,635,560,75,,
2090501202007,2090501202007,173,66,6,587,2,81,973,915,58,,
2090501202008,2090501202008,46,22,22,435,32,65,731,622,109,,
2090501202009,2090501202009,10,12,5,55,5,1,106,88,18,,
2090501202010,2090501202010,17,0,1,24,8,2,60,52,8,,
2090501202011,2090501202011,68,12,7,60,31,2,212,180,32,,
2100101213001,2100101213001,19,7,6,32,12,1,81,77,4,,
2100101213002,2100101213002,6,0,6,284,34,39,392,369,23,,
2100101213003,2100101213003,34,9,6,66,12,3,147,130,17,,
2100101213004,2100101213004,75,6,34,366,3,26,530,510,20,,
2100101213005,2100101213005,170,109,10,394,124,0,865,807,58,,
2100101213006,2100101213006,111,15,30,410,102,63,828,731,97,,
2100101213007,2100101213007,34,53,28,274,58,36,527,483,44,,
2100101220001,2100101220001,119,11,20,102,26,22,340,300,40,,
2100101220002,2100101220002,19,5,9,64,12,4,124,113,11,,
2100101220003,2100101220003,213,8,39,506,96,21,894,883,11,,
2100101220004,2100101220004,56,2,54,454,80,54,791,700,91,,
2100101220005,2100101220005,6,4,3,18,5,4,48,40,8,,
2100101220006,2100101220006,238,118,38,324,34,53,930,805,125,,
2100101220007,2100101220007,0,0,0,19,3,1,24,23,1,,
2100101220008,2100101220008,38,11,3,65,10,6,149,133,16,,
2100101220009,2100101220009,1,4,1,33,5,2,55,46,9,,
2100101220010,2100101220010,93,50,10,169,48,14,395,384,11,,
2100101220011,2100101220011,0,3,0,77,2,0,103,82,21,,
2100101220012,2100101220012,102,66,6,226,86,32,588,518,70,,
2100101220013,2100101220013,5,0,0,11,0,0,16,16,0,,
2100101220014,2100101220014,50,7,5,48,25,4,159,139,20,,
2100101220015,2100101220015,165,33,40,178,28,36,583,480,103,,
2100101220016,2100101220016,115,6,31,476,52,44,883,724,159,,
2100101220017,2100101220017,78,3,33,314,11,4,448,443,5,,
2100101220018,2100101220018,121,44,7,294,35,16,592,517,75,,
2100101220019,2100101220019,5,0,16,186,44,28,331,279,52,,
2100101220020,2100101220020,97,6,15,410,5,22,605,555,50,,
2100201240001,2100201240001,216,84,48,258,40,16,715,662,53,,
2100201240002,2100201240002,176,31,46,289,108,28,730,678,52,,
2100201240003,2100201240003,165,117,44,284,16,22,754,648,106,,
2100201240004,2100201240004,6,32,0,135,30,1,260,204,56,,
2100201240005,2100201240005,145,5,6,224,50,38,498,468,30,Uso de formularios no oficiales: Llenado de resultados en documentos o formatos no aprobados por el Tribunal Supremo Electoral.,USO_FORMULARIOS_NO_OFICIALES
2100201240006,2100201240006,218,58,7,213,69,43,687,608,79,,
2100201240007,2100201240007,143,102,37,309,31,28,750,650,100,,
2100201240008,2100201240008,201,41,41,183,97,60,782,623,159,,
2100201240009,2100201240009,1,64,21,519,28,35,738,668,70,,
2100201240010,2100201240010,10,1,0,27,6,3,59,47,12,,
2100201240011,2100201240011,69,10,3,398,23,58,642,561,81,,
2100201240012,2100201240012,35,19,3,88,8,9,199,162,37,,
2100201240013,2100201240013,33,12,5,37,21,7,135,115,20,,
2100201253001,2100201253001,40,6,7,80,16,16,195,165,30,,
2100201253002,2100201253002,25,4,0,61,7,9,121,106,15,,
2100201253003,2100201253003,1,5,2,30,2,0,40,40,0,,
2100201253004,2100201253004,124,7,47,460,6,27,746,671,75,,
2100201253005,2100201253005,4,4,0,14,2,0,26,24,2,,
2100201253006,2100201253006,256,26,2,339,80,22,835,725,110,,
2100201253007,2100201253007,3,102,40,742,21,31,957,939,18,,
2100201253008,2100201253008,214,40,45,243,69,6,756,617,139,,
2100201253009,2100201253009,44,22,9,53,8,2,150,138,12,,
2100201253010,2100201253010,201,70,13,371,33,97,975,785,190,,
2100201253011,2100201253011,36,1,1,143,30,1,241,212,29,,
2100201253012,2100201253012,200,83,25,323,92,35,773,758,15,,
2100201253013,2100201253013,26,9,0,18,6,0,67,59,8,,
2100201253014,2100201253014,113,17,3,157,0,5,377,295,82,,
2100201253015,2100201253015,32,14,0,78,17,14,168,155,13,,
2100201253016,2100201253016,106,18,13,608,28,56,926,829,97,,
2100201253017,2100201253017,192,78,21,104,95,59,612,549,63,,
2100201253018,2100201253018,3,0,1,19,4,1,35,28,7,,
2100201253019,2100201253019,68,23,8,68,27,7,251,201,50,,
2100301272001,2100301272001,56,43,52,416,50,1,727,618,109,,
2100301272002,2100301272002,295,5,8,304,28,22,706,662,44,,
2100301272003,2100301272003,183,42,37,151,55,9,507,477,30,,
2100301272004,2100301272004,29,10,6,39,4,0,102,88,14,,
2100301272005,2100301272005,22,56,1,204,8,23,319,314,5,,
2100301272006,2100301272006,33,4,6,233,58,30,433,364,69,,
2100301272007,2100301272007,243,77,32,187,64,43,808,646,162,,
2100301272008,2100301272008,125,41,8,131,51,34,477,390,87,,
2100301272009,2100301272009,15,60,11,250,81,13,537,430,107,,
2100301272010,2100301272010,20,6,29,488,101,42,823,686,137,,
2100301272011,2100301272011,150,6,54,422,55,78,968,765,203,,
2100301272012,2100301272012,82,31,5,145,51,22,350,336,14,,
2100301272013,2100301272013,13,5,32,515,93,16,714,674,40,,
2100301272014,2100301272014,0,0,0,7,0,0,7,7,0,,
2100301272015,2100301272015,3,18,6,93,21,5,172,146,26,,
2100301272016,2100301272016,79,25,11,107,29,25,343,276,67,,
2100301272017,2100301272017,28,4,1,28,13,6,87,80,7,,
2100301272018,2100301272018,133,33,31,382,42,10,749,631,118,,
2100301272019,2100301272019,129,41,26,255,38,70,712,559,153,,
2100501291001,2100501291001,120,73,31,174,15,24,448,437,11,,
2100501291002,2100501291002,78,25,28,215,74,44,569,464,105,,
2100501291003,2100501291003,72,12,20,100,29,20,288,253,35,,
2100501291004,2100501291004,2,3,8,90,18,15,157,136,21,,
2100501291005,2100501291005,5,11,5,161,26,15,262,223,39,,
2100501291006,2100501291006,22,44,10,194,39,40,428,349,79,,
2100501291007,2100501291007,339,57,1,378,124,5,976,904,72,,
2100501291008,2100501291008,52,57,16,220,49,25,484,419,65,,
2100501291009,2100501291009,118,4,16,155,20,8,400,321,79,,
2100601300001,2100601300001,19,37,46,515,44,4,688,665,23,,
2100601300002,2100601300002,50,8,20,392,92,54,624,616,8,,
2100601300003,2100601300003,60,9,0,105,5,17,199,196,3,,
2100601300004,2100601300004,36,14,5,34,4,5,98,98,0,Errores de transcripción: Tachaduras o enmiendas en las casillas de resultados que no fueron aclaradas en el espacio de Observaciones con la frase corre y vale.,ERRORES_TRANSCRIPCION
2100601300005,2100601300005,9,16,0,85,5,5,140,120,20,,
2100601300006,2100601300006,70,30,27,222,33,17,443,399,44,,
2100601300007,2100601300007,200,38,13,247,22,36,595,556,39,,
2100601300008,2100601300008,205,1,0,323,9,44,678,582,96,,
2100601308001,2100601308001,104,33,6,252,86,47,585,528,57,,
2100601308002,2100601308002,77,43,24,602,15,35,824,796,28,,
2100601308003,2100601308003,152,24,36,350,37,13,676,612,64,,
2100601308004,2100601308004,55,77,21,418,51,60,751,682,69,,
2100601308005,2100601308005,85,94,19,346,47,77,785,668,117,,
2100601308006,2100601308006,168,75,11,196,99,41,744,590,154,,
2100601308007,2100601308007,211,41,18,225,133,58,849,686,163,,
2100601308008,2100601308008,32,10,18,324,19,19,436,422,14,,
2100601308009,2100601308009,70,22,0,58,17,3,189,170,19,,
2100601308010,2100601308010,44,18,10,39,8,1,132,120,12,,
2110101318001,2110101318001,112,73,31,544,27,57,849,844,5,,
2110101318002,2110101318002,45,13,9,139,30,1,258,237,21,,
2110101318003,2110101318003,211,23,23,324,149,57,998,787,211,,
2110101318004,2110101318004,173,7,36,226,35,16,571,493,78,,
2110101318005,2110101318005,249,71,38,200,84,50,694,692,2,,
2110101318006,2110101318006,71,39,27,219,71,45,543,472,71,,
2110101318007,2110101318007,166,74,35,265,125,58,893,723,170,,
2110101318008,2110101318008,0,1,0,10,1,0,15,12,3,,
2110101318009,2110101318009,47,16,27,241,23,5,362,359,3,,
2110101318010,2110101318010,146,46,15,107,39,26,484,379,105,,
2110101318011,2110101318011,86,79,15,282,104,50,748,616,132,,
2110101318012,2110101318012,117,27,42,498,111,13,956,808,148,,
2110101318013,2110101318013,5,32,1,762,120,45,991,965,26,,
2110101318014,2110101318014,83,22,13,94,34,19,324,265,59,,
2110101332001,2110101332001,119,2,0,190,31,0,359,342,17,,
2110101332002,2110101332002,96,66,38,230,0,39,573,469,104,,
2110101332003,2110101332003,128,5,22,121,32,1,340,309,31,,
2110101332004,2110101332004,57,33,17,264,75,43,526,489,37,,
2110101332005,2110101332005,39,24,0,87,21,16,189,187,2,,
2110101332006,2110101332006,99,25,20,109,13,5,317,271,46,,
2110101332007,2110101332007,55,45,0,149,62,14,409,325,84,,
2110101332008,2110101332008,261,102,20,154,50,60,715,647,68,,
2110101332009,2110101332009,93,38,45,310,9,16,512,511,1,,
2110101332010,2110101332010,58,49,42,619,54,10,868,832,36,,
2110101332011,2110101332011,17,5,7,331,43,48,531,451,80,,
2110101332012,2110101332012,204,15,38,286,77,19,810,639,171,,
2110101332013,2110101332013,9,12,2,78,16,1,123,118,5,,
2110101332014,2110101332014,13,6,0,163,39,11,269,232,37,,
2110101332015,2110101332015,16,2,2,41,8,0,73,69,4,,
2110201347001,2110201347001,127,26,37,521,39,81,982,831,151,,
2110201347002,2110201347002,103,23,2,127,8,16,315,279,36,,
2110201347003,2110201347003,288,74,54,297,50,5,959,768,191,,
2110201347004,2110201347004,79,9,5,155,6,3,258,257,1,,
2110201347005,2110201347005,68,5,6,78,21,16,221,194,27,,
2110201347006,2110201347006,209,45,12,353,130,7,939,756,183,,
2110301353001,2110301353001,12,47,18,522,0,12,746,611,135,,
2110301353002,2110301353002,25,3,3,34,7,7,92,79,13,,
2110301353003,2110301353003,265,82,75,340,32,13,841,807,34,,
2110301353004,2110301353004,45,11,14,206,21,23,407,320,87,,
2110301353005,2110301353005,13,108,0,518,119,91,950,849,101,,
2110301353006,2110301353006,77,2,29,462,33,24,662,627,35,,
2110301353007,2110301353007,6,24,18,148,47,14,296,257,39,,
2110301353008,2110301353008,200,51,17,297,82,35,736,682,54,,
2110301353009,2110301353009,252,127,21,474,63,24,969,961,8,,
2110301353010,2110301353010,122,38,14,484,6,18,768,682,86,,
2110301363001,2110301363001,71,13,12,652,117,5,989,870,119,,
2110301363002,2110301363002,98,42,0,109,40,7,301,296,5,,
2110301363003,2110301363003,33,40,2,144,41,30,344,290,54,,
2110301363004,2110301363004,106,28,30,440,7,54,740,665,75,,
2110301363005,2110301363005,91,95,13,580,83,67,946,929,17,,
2110301363006,2110301363006,1,52,33,329,92,57,589,564,25,,
2110301363007,2110301363007,21,35,12,117,16,12,255,213,42,,
2110301363008,2110301363008,66,34,7,189,69,32,486,397,89,,
2110301363009,2110301363009,113,17,23,329,30,56,689,568,121,,
