CodigoTerritorial,Departamento,Provincia,Municipio,CodigoRecinto,RecintoNombre,RecintoDireccion,NumMesas,CodigoActa,NroMesa,VotantesHabilitados,PapeletasAnfora,PapeltasNoUtilizadas,P1,P2,P3,P4,VotosValidos,VotosBlancos,VotosNulos,Observaciones,,AperturaHora,AperturaMinutos,CierreHora,CierreMinutos
20105.0,La Paz,Murillo,El Alto,2010500484.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,9.0,2010500484006.0,6.0,506.0,439.0,67.0,66.0,64.0,38.0,243.0,411.0,13.0,15.0,,,9.0,4.0,16.0,41.0
20105.0,La Paz,Murillo,El Alto,2010500484.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,9.0,2010500484007.0,7.0,642.0,586.0,56.0,106.0,82.0,24.0,294.0,506.0,24.0,56.0,,,8.0,1.0,16.0,26.0
20105.0,La Paz,Murillo,El Alto,2010500484.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,9.0,2010500484008.0,8.0,315.0,267.0,48.0,16.0,21.0,19.0,146.0,202.0,48.0,17.0,,,8.0,0.0,16.0,7.0
20105.0,La Paz,Murillo,El Alto,2010500484.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,9.0,2010500484009.0,9.0,65.0,53.0,12.0,10.0,9.0,0.0,29.0,48.0,0.0,5.0,,,8.0,3.0,16.0,30.0
20201.0,La Paz,Omasuyos,Achacachi,2020100493.0,U.E. San Miguel,Av. Ustariz S/N,2.0,2020100493001.0,1.0,987.0,796.0,191.0,277.0,93.0,63.0,226.0,659.0,115.0,22.0,,,8.0,0.0,16.0,49.0
20201.0,La Paz,Omasuyos,Achacachi,2020100493.0,U.E. San Miguel,Av. Ustariz S/N,2.0,2020100493002.0,2.0,913.0,879.0,34.0,221.0,157.0,16.0,410.0,804.0,62.0,13.0,,,8.0,4.0,16.0,35.0
20201.0,La Paz,Omasuyos,Achacachi,2020100495.0,Nucleo Joso Claure (U. E. San Vicente),San Vicente,2.0,2020100495001.0,1.0,226.0,203.0,23.0,35.0,10.0,3.0,137.0,185.0,11.0,7.0,,,8.0,3.0,16.0,28.0
20201.0,La Paz,Omasuyos,Achacachi,2020100495.0,Nucleo Joso Claure (U. E. San Vicente),San Vicente,2.0,2020100495002.0,2.0,58.0,56.0,2.0,1.0,0.0,0.0,49.0,50.0,4.0,2.0,,,8.0,1.0,16.0,14.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200497.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,8.0,2020200497001.0,1.0,633.0,621.0,12.0,194.0,94.0,20.0,224.0,532.0,68.0,21.0,,,8.0,0.0,16.0,34.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200497.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,8.0,2020200497002.0,2.0,882.0,751.0,131.0,225.0,47.0,7.0,386.0,665.0,51.0,35.0,,,8.0,4.0,16.0,50.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200497.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,8.0,2020200497003.0,3.0,79.0,77.0,2.0,8.0,0.0,3.0,66.0,77.0,0.0,0.0,,,8.0,3.0,16.0,13.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200497.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,8.0,2020200497004.0,4.0,335.0,314.0,21.0,118.0,30.0,26.0,102.0,276.0,37.0,1.0,,,8.0,4.0,16.0,46.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200497.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,8.0,2020200497005.0,5.0,195.0,167.0,28.0,37.0,7.0,13.0,98.0,155.0,2.0,10.0,,,8.0,0.0,16.0,45.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200497.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,8.0,2020200497006.0,6.0,496.0,465.0,31.0,55.0,14.0,28.0,288.0,385.0,57.0,23.0,,,8.0,4.0,16.0,13.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200497.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,8.0,2020200497007.0,7.0,137.0,137.0,0.0,52.0,19.0,3.0,40.0,114.0,18.0,5.0,,,8.0,3.0,16.0,23.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200497.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,8.0,2020200497008.0,8.0,802.0,784.0,18.0,168.0,118.0,20.0,328.0,634.0,100.0,50.0,Fecha incorrecta: Realización del escrutinio en un día distinto al fijado oficialmente para la elección.,,8.0,1.0,16.0,1.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200505.0,U.E. Avispas,Carretera Cochabamba a Santa Cruz KM/144 Sindicato Avispas,4.0,2020200505001.0,1.0,509.0,509.0,0.0,5.0,62.0,37.0,319.0,423.0,55.0,31.0,,,8.0,4.0,16.0,16.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200505.0,U.E. Avispas,Carretera Cochabamba a Santa Cruz KM/144 Sindicato Avispas,4.0,2020200505002.0,2.0,908.0,899.0,9.0,247.0,65.0,40.0,420.0,772.0,60.0,67.0,,,8.0,4.0,16.0,47.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200505.0,U.E. Avispas,Carretera Cochabamba a Santa Cruz KM/144 Sindicato Avispas,4.0,2020200505003.0,3.0,72.0,72.0,0.0,33.0,5.0,5.0,27.0,70.0,2.0,0.0,,,8.0,1.0,16.0,33.0
20202.0,La Paz,Omasuyos,Ancoraimes,2020200505.0,U.E. Avispas,Carretera Cochabamba a Santa Cruz KM/144 Sindicato Avispas,4.0,2020200505004.0,4.0,692.0,645.0,47.0,196.0,84.0,8.0,300.0,588.0,20.0,37.0,,,8.0,1.0,16.0,12.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509001.0,1.0,210.0,196.0,14.0,47.0,11.0,12.0,97.0,167.0,13.0,16.0,,,8.0,4.0,16.0,19.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509002.0,2.0,11.0,9.0,2.0,1.0,0.0,0.0,7.0,8.0,1.0,0.0,,,8.0,1.0,16.0,24.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509003.0,3.0,970.0,958.0,12.0,52.0,93.0,54.0,616.0,815.0,96.0,47.0,,,8.0,1.0,16.0,16.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509004.0,4.0,377.0,360.0,17.0,91.0,58.0,20.0,164.0,333.0,11.0,16.0,,,8.0,3.0,16.0,19.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509005.0,5.0,592.0,480.0,112.0,23.0,21.0,2.0,376.0,422.0,9.0,49.0,,,8.0,0.0,16.0,9.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509006.0,6.0,914.0,749.0,165.0,72.0,66.0,18.0,517.0,673.0,37.0,39.0,,,8.0,1.0,16.0,53.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509007.0,7.0,776.0,755.0,21.0,223.0,124.0,38.0,252.0,637.0,71.0,47.0,,,8.0,4.0,16.0,56.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509008.0,8.0,695.0,631.0,64.0,178.0,64.0,3.0,226.0,471.0,105.0,55.0,,,8.0,1.0,16.0,30.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509009.0,9.0,427.0,404.0,23.0,1.0,59.0,32.0,245.0,337.0,27.0,40.0,,,8.0,1.0,16.0,4.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509010.0,10.0,920.0,762.0,158.0,96.0,31.0,47.0,543.0,717.0,36.0,9.0,,,8.0,2.0,16.0,31.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509011.0,11.0,35.0,29.0,6.0,2.0,3.0,2.0,19.0,26.0,2.0,1.0,,,8.0,2.0,16.0,43.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509012.0,12.0,200.0,181.0,19.0,63.0,33.0,5.0,69.0,170.0,3.0,8.0,,,8.0,4.0,16.0,55.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300509.0,U.E. Humberto Portocarrero,Zona Pampa San Miguel,13.0,2020300509013.0,13.0,182.0,169.0,13.0,14.0,21.0,0.0,121.0,156.0,12.0,1.0,,,8.0,1.0,16.0,26.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522001.0,1.0,637.0,585.0,52.0,192.0,85.0,22.0,192.0,491.0,76.0,18.0,,,8.0,1.0,16.0,27.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522002.0,2.0,67.0,63.0,4.0,17.0,8.0,2.0,25.0,52.0,10.0,1.0,,,8.0,0.0,16.0,24.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522003.0,3.0,609.0,586.0,23.0,219.0,26.0,39.0,252.0,536.0,32.0,18.0,,,8.0,3.0,16.0,47.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522004.0,4.0,213.0,179.0,34.0,15.0,19.0,13.0,117.0,164.0,15.0,0.0,,,8.0,4.0,16.0,28.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522005.0,5.0,610.0,538.0,72.0,174.0,29.0,36.0,222.0,461.0,65.0,12.0,,,8.0,2.0,16.0,54.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522006.0,6.0,202.0,176.0,26.0,41.0,20.0,4.0,97.0,162.0,5.0,9.0,,,8.0,4.0,16.0,45.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522007.0,7.0,391.0,364.0,27.0,119.0,11.0,26.0,150.0,306.0,21.0,37.0,,,8.0,2.0,16.0,19.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522008.0,8.0,271.0,244.0,27.0,83.0,18.0,9.0,84.0,194.0,36.0,14.0,,,8.0,2.0,16.0,48.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522009.0,9.0,487.0,408.0,79.0,91.0,25.0,27.0,224.0,367.0,20.0,21.0,,,8.0,3.0,16.0,26.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522010.0,10.0,791.0,746.0,45.0,66.0,107.0,59.0,391.0,623.0,49.0,74.0,,,8.0,2.0,16.0,53.0
20203.0,La Paz,Omasuyos,Chua Cocani,2020300522.0,Instituto Eduardo Laredo,Av. Ramon Rivero,11.0,2020300522011.0,11.0,890.0,787.0,103.0,205.0,32.0,61.0,328.0,626.0,123.0,38.0,,,8.0,4.0,16.0,59.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533001.0,1.0,429.0,336.0,93.0,69.0,53.0,25.0,166.0,313.0,15.0,8.0,,,8.0,0.0,16.0,20.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533002.0,2.0,522.0,490.0,32.0,102.0,12.0,24.0,255.0,393.0,48.0,49.0,,,8.0,4.0,16.0,59.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533003.0,3.0,44.0,37.0,7.0,14.0,5.0,3.0,11.0,33.0,1.0,3.0,,,8.0,1.0,16.0,39.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533004.0,4.0,223.0,222.0,1.0,78.0,10.0,13.0,95.0,196.0,12.0,14.0,,,8.0,1.0,16.0,7.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533005.0,5.0,242.0,241.0,1.0,14.0,13.0,19.0,156.0,202.0,30.0,9.0,,,8.0,2.0,16.0,49.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533006.0,6.0,749.0,703.0,46.0,223.0,60.0,15.0,344.0,642.0,52.0,9.0,,,8.0,2.0,16.0,1.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533007.0,7.0,442.0,385.0,57.0,141.0,58.0,3.0,143.0,345.0,22.0,18.0,,,8.0,2.0,16.0,18.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533008.0,8.0,587.0,559.0,28.0,46.0,65.0,19.0,406.0,536.0,8.0,15.0,,,8.0,2.0,16.0,35.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533009.0,9.0,267.0,225.0,42.0,29.0,8.0,11.0,138.0,186.0,15.0,24.0,,,8.0,1.0,16.0,52.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533010.0,10.0,149.0,126.0,23.0,57.0,2.0,0.0,57.0,116.0,2.0,8.0,,,8.0,3.0,16.0,27.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533011.0,11.0,771.0,730.0,41.0,235.0,120.0,13.0,257.0,625.0,73.0,32.0,,,8.0,3.0,16.0,25.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533012.0,12.0,112.0,88.0,24.0,30.0,4.0,4.0,41.0,79.0,4.0,5.0,,,8.0,3.0,16.0,22.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533013.0,13.0,410.0,328.0,82.0,59.0,2.0,23.0,207.0,291.0,21.0,16.0,,,8.0,1.0,16.0,26.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533014.0,14.0,590.0,541.0,49.0,47.0,68.0,0.0,320.0,435.0,58.0,48.0,,,8.0,2.0,16.0,45.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533015.0,15.0,330.0,301.0,29.0,129.0,50.0,3.0,81.0,263.0,17.0,21.0,,,8.0,2.0,16.0,34.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533016.0,16.0,386.0,322.0,64.0,76.0,44.0,11.0,132.0,263.0,55.0,4.0,,,8.0,1.0,16.0,28.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533017.0,17.0,82.0,81.0,1.0,34.0,8.0,2.0,28.0,72.0,7.0,2.0,,,8.0,0.0,16.0,43.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533018.0,18.0,214.0,184.0,30.0,1.0,2.0,14.0,145.0,162.0,18.0,4.0,,,8.0,0.0,16.0,41.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533019.0,19.0,221.0,173.0,48.0,0.0,12.0,5.0,140.0,157.0,11.0,5.0,,,8.0,2.0,16.0,12.0
20204.0,La Paz,Omasuyos,Huarina,2020400533.0,Escuela Walter Vallejo,Av. 9 de Abril,20.0,2020400533020.0,20.0,126.0,115.0,11.0,42.0,4.0,2.0,38.0,86.0,17.0,12.0,,,8.0,0.0,16.0,23.0
20206.0,La Paz,Omasuyos,Huatajata,2020600553.0,Escuela Gualberto Villarroel,Arani,3.0,2020600553001.0,1.0,784.0,686.0,98.0,154.0,42.0,15.0,409.0,620.0,45.0,21.0,,,8.0,1.0,16.0,37.0
20206.0,La Paz,Omasuyos,Huatajata,2020600553.0,Escuela Gualberto Villarroel,Arani,3.0,2020600553002.0,2.0,289.0,259.0,30.0,12.0,31.0,16.0,142.0,201.0,45.0,13.0,,,8.0,4.0,16.0,54.0
20206.0,La Paz,Omasuyos,Huatajata,2020600553.0,Escuela Gualberto Villarroel,Arani,3.0,2020600553003.0,3.0,884.0,691.0,193.0,82.0,34.0,10.0,432.0,558.0,106.0,27.0,,,8.0,1.0,16.0,22.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556001.0,1.0,490.0,384.0,106.0,126.0,41.0,35.0,169.0,371.0,9.0,4.0,,,8.0,4.0,16.0,3.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556002.0,2.0,121.0,120.0,1.0,39.0,3.0,4.0,61.0,107.0,12.0,1.0,,,8.0,1.0,16.0,11.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556003.0,3.0,705.0,687.0,18.0,155.0,114.0,20.0,387.0,676.0,1.0,10.0,,,8.0,3.0,16.0,54.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556004.0,4.0,153.0,141.0,12.0,12.0,16.0,4.0,80.0,112.0,22.0,7.0,,,8.0,0.0,16.0,29.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556005.0,5.0,222.0,213.0,9.0,80.0,24.0,10.0,50.0,164.0,34.0,15.0,,,8.0,2.0,16.0,42.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556006.0,6.0,256.0,211.0,45.0,80.0,3.0,17.0,82.0,182.0,23.0,6.0,,,8.0,3.0,16.0,13.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556007.0,7.0,83.0,70.0,13.0,1.0,5.0,4.0,47.0,57.0,9.0,4.0,,,8.0,1.0,16.0,23.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556008.0,8.0,725.0,664.0,61.0,12.0,112.0,45.0,421.0,590.0,32.0,42.0,,,8.0,0.0,16.0,35.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556009.0,9.0,621.0,546.0,75.0,75.0,91.0,7.0,299.0,472.0,34.0,40.0,,,8.0,0.0,16.0,38.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556010.0,10.0,218.0,204.0,14.0,4.0,27.0,5.0,146.0,182.0,14.0,8.0,,,8.0,0.0,16.0,52.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556011.0,11.0,631.0,570.0,61.0,0.0,88.0,45.0,341.0,474.0,86.0,10.0,,,8.0,2.0,16.0,37.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556012.0,12.0,138.0,133.0,5.0,35.0,7.0,0.0,64.0,106.0,18.0,9.0,,,8.0,4.0,16.0,56.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556013.0,13.0,887.0,869.0,18.0,231.0,45.0,60.0,371.0,707.0,135.0,27.0,,,8.0,4.0,16.0,19.0
20206.0,La Paz,Omasuyos,Huatajata,2020600556.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,14.0,2020600556014.0,14.0,112.0,102.0,10.0,7.0,11.0,1.0,72.0,91.0,2.0,9.0,,,8.0,0.0,16.0,0.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570001.0,1.0,711.0,599.0,112.0,145.0,49.0,6.0,285.0,485.0,65.0,49.0,,,8.0,1.0,16.0,45.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570002.0,2.0,597.0,543.0,54.0,41.0,40.0,1.0,450.0,532.0,0.0,11.0,,,8.0,4.0,16.0,10.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570003.0,3.0,524.0,462.0,62.0,165.0,16.0,15.0,225.0,421.0,10.0,31.0,,,8.0,3.0,16.0,0.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570004.0,4.0,878.0,873.0,5.0,215.0,148.0,64.0,374.0,801.0,29.0,43.0,,,8.0,3.0,16.0,48.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570005.0,5.0,169.0,144.0,25.0,53.0,0.0,4.0,54.0,111.0,19.0,14.0,,,8.0,2.0,16.0,10.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570006.0,6.0,728.0,598.0,130.0,2.0,52.0,22.0,452.0,528.0,30.0,40.0,,,8.0,3.0,16.0,5.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570007.0,7.0,911.0,819.0,92.0,119.0,117.0,24.0,473.0,733.0,43.0,43.0,,,8.0,3.0,16.0,59.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570008.0,8.0,9.0,9.0,0.0,2.0,0.0,0.0,7.0,9.0,0.0,0.0,,,8.0,0.0,16.0,58.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570009.0,9.0,660.0,583.0,77.0,215.0,1.0,0.0,287.0,503.0,45.0,35.0,,,8.0,3.0,16.0,34.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570010.0,10.0,245.0,210.0,35.0,19.0,1.0,0.0,134.0,154.0,35.0,21.0,,,8.0,1.0,16.0,37.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570011.0,11.0,96.0,83.0,13.0,16.0,9.0,2.0,45.0,72.0,4.0,7.0,,,8.0,4.0,16.0,58.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570012.0,12.0,260.0,226.0,34.0,76.0,34.0,7.0,82.0,199.0,22.0,5.0,,,8.0,4.0,16.0,32.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570013.0,13.0,510.0,409.0,101.0,34.0,46.0,2.0,249.0,331.0,44.0,34.0,,,8.0,4.0,16.0,35.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570014.0,14.0,415.0,347.0,68.0,55.0,54.0,9.0,186.0,304.0,9.0,34.0,,,8.0,4.0,16.0,59.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570015.0,15.0,600.0,569.0,31.0,224.0,11.0,22.0,250.0,507.0,18.0,44.0,,,8.0,3.0,16.0,20.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570016.0,16.0,549.0,539.0,10.0,7.0,94.0,41.0,355.0,497.0,29.0,13.0,,,8.0,4.0,16.0,0.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570017.0,17.0,151.0,142.0,9.0,33.0,18.0,11.0,57.0,119.0,22.0,1.0,,,8.0,1.0,16.0,11.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570018.0,18.0,655.0,637.0,18.0,124.0,20.0,51.0,398.0,593.0,18.0,26.0,,,8.0,3.0,16.0,52.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570019.0,19.0,850.0,770.0,80.0,136.0,3.0,44.0,489.0,672.0,63.0,35.0,,,8.0,2.0,16.0,45.0
20206.0,La Paz,Omasuyos,Huatajata,2020600570.0,U.E. Lacolaconi,Lacolaconi,20.0,2020600570020.0,20.0,780.0,643.0,137.0,170.0,45.0,11.0,268.0,494.0,79.0,70.0,,,8.0,4.0,16.0,11.0
20301.0,La Paz,Pacajes,Coro Coro,2030100590.0,Unidad Educativa La Sagrada Familia,Av. 16 de Julio,1.0,2030100590001.0,1.0,564.0,503.0,61.0,73.0,82.0,25.0,253.0,433.0,58.0,12.0,,,8.0,2.0,16.0,16.0
20301.0,La Paz,Pacajes,Coro Coro,2030100591.0,Escuela La Estrella (San Gabriel),San Gabriel,18.0,2030100591001.0,1.0,180.0,169.0,11.0,30.0,1.0,2.0,111.0,144.0,23.0,2.0,,,8.0,3.0,16.0,39.0
20301.0,La Paz,Pacajes,Coro Coro,2030100591.0,Escuela La Estrella (San Gabriel),San Gabriel,18.0,2030100591002.0,2.0,301.0,248.0,53.0,63.0,25.0,0.0,106.0,194.0,46.0,8.0,,,8.0,4.0,16.0,7.0
20301.0,La Paz,Pacajes,Coro Coro,2030100591.0,Escuela La Estrella (San Gabriel),San Gabriel,18.0,2030100591003.0,3.0,877.0,789.0,88.0,36.0,101.0,46.0,561.0,744.0,29.0,16.0,,,8.0,4.0,16.0,53.0
20301.0,La Paz,Pacajes,Coro Coro,2030100591.0,Escuela La Estrella (San Gabriel),San Gabriel,18.0,2030100591004.0,4.0,767.0,653.0,114.0,180.0,85.0,36.0,322.0,623.0,8.0,22.0,,,8.0,2.0,16.0,11.0
