recintoCode,CodigoTerritorial,CodigoRecinto,RecintoNombre,RecintoDireccion,NumMesas
70706.0,41101.0,4110102832.0,Instituto Tecnologico El Paso,Avenida Elias Meneces,20.0
70707.0,41101.0,4110102852.0,Unidad Educativa Hno Pacifico Feletti,Villa 1o de Mayo,15.0
70801.0,41201.0,4120102867.0,Rodriguez,Bolovar y 16 de Julio,12.0
70802.0,41202.0,4120202879.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,6.0
70803.0,41301.0,4130102885.0,(Corcel) Penitenciaria San Sebastian Varones,Plaz. San Sebastion Acera Norte,13.0
70804.0,41401.0,4140102898.0,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,11.0
70805.0,41401.0,4140102909.0,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,19.0
70901.0,41401.0,4140102928.0,U.E. El Mirador,Zona 5 Alto Mirador,17.0
70902.0,41501.0,4150102945.0,U.E. Coracaba,Coracaba,11.0
70903.0,41501.0,4150102956.0,Centro Integral Nioo Jesus Fe y Alegria,Calle 4 y Miraflores,16.0
70904.0,41502.0,4150202972.0,Unidad Educativa Rosendo Peoa,OTB Urbanizacion PIL Sarcobamba Calle Luis Zegarra entre Luis Montaoo y Jorge Udaeta,10.0
71001.0,41503.0,4150302982.0,Escuela Ismael Montes,La Chulla,3.0
71002.0,41503.0,4150302985.0,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,8.0
71003.0,50101.0,5010102993.0,Unidad Educativa Moleto Icoya (V.Tunari),Moleto,11.0
71004.0,50101.0,5010103004.0,Centro de Atencion Al Turista,Incallajta,4.0
71005.0,50101.0,5010103008.0,U.E. Rumy Corral,Comunidad Rumy Corral Centro,2.0
71101.0,50102.0,5010203010.0,Escuela Dr. Demetrio Canelas,Ayapampa,19.0
71102.0,50102.0,5010203029.0,Nucleo Escolar Ismael Montes,Conda Baja,13.0
71103.0,50103.0,5010303042.0,Unidad Educativa Humamarca,Comunidad de Humamarca,9.0
71104.0,50104.0,5010403051.0,Unidad Educativa Panama,Panamo,3.0
71105.0,50201.0,5020103054.0,U.E. Avelino Morida,Zubieta,10.0
71106.0,50201.0,5020103064.0,U.E. Ana Maroa Romero de Campero,Villa Victoria,16.0
71201.0,50202.0,5020203080.0,Unidad Educativa Tocopilla,Tocopilla,7.0
71301.0,50202.0,5020203087.0,Escuela Dr. Demetrio Canelas,Ayapampa,10.0
71302.0,50202.0,5020203097.0,U.E. 5 de Septiembre,OTB 21 de Septiembre?Calle Tte. Benavides,7.0
71401.0,50203.0,5020303104.0,Nucleo Escolar Confital,Confital,5.0
71402.0,50204.0,5020403109.0,U.E. Madre De La Divina Providencia,Otb Villa Armonia,2.0
71403.0,50204.0,5020403111.0,Unidad Educativa David Arzabe,Vinto,16.0
71501.0,50204.0,5020403127.0,U.E. Rumy Corral,Comunidad Rumy Corral Centro,11.0
71502.0,50301.0,5030103138.0,Nucleo Educativo Chapisirca,Chapisirca,2.0
71503.0,50301.0,5030103140.0,U. E. Nuestra Seoora del Rosario,Pasaje Bolovar?Tarija,19.0
80101.0,50301.0,5030103159.0,Unidad Educativa Central Villa Pereira,Villa Pereira,11.0
80102.0,50303.0,5030303170.0,U.E. Simon I. Patioo,Avenida Pairumani,16.0
80201.0,50401.0,5040103186.0,U.E. Canaon,Municipio Cochabamba Av. Pedro de Toledo entre Calle Juan de la Cruz Monje y Huanchaca,6.0
80202.0,50401.0,5040103192.0,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,1.0
80301.0,50401.0,5040103193.0,Escuela Seccional Waripucara,Waripucara,1.0
80302.0,50401.0,5040103194.0,Colegio Pio XII,25 de Mayo entre Punata,9.0
80303.0,50402.0,5040203203.0,Escuela Seccional Waripucara,Waripucara,5.0
80304.0,50403.0,5040303208.0,Unidad Educativa Maria Emilia Riquelme (Ex Maria Cristina),Av. Cap. Victor Ustariz,13.0
80401.0,50403.0,5040303221.0,U.E. Pedro Domingo Murillo,Chiuchi Arriba,11.0
80402.0,50404.0,5040403232.0,Nucleo Escolar Ismael Montes,Conda Baja,15.0
80501.0,50404.0,5040403247.0,U.E. San Miguel,Av. Ustariz S/N,13.0
80601.0,50405.0,5040503260.0,Sede Sindical Yajo Pampa,Comunidad Yajo Pampa,3.0
80602.0,50405.0,5040503263.0,U.E. Molle Pampa,Comunidad Molle Pampa,20.0
80701.0,50405.0,5040503283.0,Colegio La Salle,Junon y Mayor Rocha,14.0
80702.0,50502.0,5050203297.0,Escuela Ladislao Cabrera,Chilicchi,17.0
80703.0,50502.0,5050203314.0,U.E. Combuyo,Calle de Combuyo,15.0
80801.0,50702.0,5070203329.0,U.E. Ayni Pacha,C. Santa Elena entre Av. Pisiga y C. Innominada ? OTB Alalay Alto Mirador,16.0
80802.0,50702.0,5070203345.0,U.E. 14 de Septiembre,Villa 14 de Septiembre,3.0
80803.0,50801.0,5080103348.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,18.0
90101.0,50802.0,5080203366.0,U.E. 14 de Septiembre,Villa 14 de Septiembre,17.0
90102.0,50901.0,5090103383.0,Escuela Felix Martinez,Av. 31 de Octubre y Av. Mira Flores,8.0
90103.0,50901.0,5090103391.0,Unidad Educativa Eje Pampa,Eje Pampa,3.0
90104.0,50902.0,5090203394.0,U.E. Cochabamba,Calle Jordon No 236,16.0
90201.0,50902.0,5090203410.0,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,15.0
90202.0,51001.0,5100103425.0,Escuela Ladislao Cabrera,Chilicchi,13.0
90203.0,51101.0,5110103438.0,U.E. Zenobio Gallardo,Distrito Ramadas,20.0
90301.0,51102.0,5110203458.0,U.E. El Paso A,Zona Central El Paso,13.0
90302.0,51102.0,5110203471.0,Unidad Educativa Rosendo Peoa,OTB Urbanizacion PIL Sarcobamba Calle Luis Zegarra entre Luis Montaoo y Jorge Udaeta,5.0
90303.0,51103.0,5110303476.0,Colegio Franz Tamayo,Calle Rafael Pavon entre Av,18.0
90401.0,51103.0,5110303494.0,U.E. Lacolaconi,Lacolaconi,14.0
90402.0,51201.0,5120103508.0,U.E.T.H. Mariscal Sucre,Entre Calle el Deber y Los Andes (entrada por la Av. La Resistencia),14.0
90501.0,51202.0,5120203522.0,Unidad Educativa Domingo Savio (Ex Lorenzo Filho),Av. Aniceto Arce Nro 804 entre N. Morales,14.0
90502.0,51202.0,5120203536.0,Escuela Melchor Cuadros,Av. Pairumani?Vinto,1.0
90503.0,51203.0,5120303537.0,Colegio Pio XII,25 de Mayo entre Punata,5.0
,51203.0,5120303542.0,U.E. San Adalberto Fe y Alegroa,Zona Cementerio Calle Sucre Final,15.0
,51301.0,5130103557.0,Unidad Educativa Paracti (Villa Tunari),Paracti(Villa Tunari),13.0
,51301.0,5130103570.0,Colegio Pedro Ignacio Rivero,Mizque,3.0
,51302.0,5130203573.0,Colegio La Salle Fiscal,Av. Tiahuanaco Frente a Tronsito,10.0
,51302.0,5130203583.0,Colegio Pio XII,25 de Mayo entre Punata,14.0
,51401.0,5140103597.0,U.E. Rodolfo Illanes,Comunidad 16 de Julio Capihuara,5.0
,51501.0,5150103602.0,Escuela Gualberto Villarroel,Arani,1.0
,51501.0,5150103603.0,Colegio Pio XII,25 de Mayo entre Punata,4.0
,51601.0,5160103607.0,Escuela Gualberto Villarroel,Arani,5.0
,51601.0,5160103612.0,Unidad Educativa Paracti (Villa Tunari),Paracti(Villa Tunari),6.0
,51601.0,5160103618.0,U.E. Avelino Morida,Zubieta,20.0
,60201.0,6020103638.0,Unidad Educativa Jatun Pampa,Jatun Pampa,10.0
,60201.0,6020103648.0,Colegio Evangelico Emanuel,C. Baptista entre C. La Paz y C. J. de la Reza,6.0
,60301.0,6030103654.0,Escuela Mixta Dr. Martin Cardenas,Mina Asientos,11.0
,60301.0,6030103665.0,U.E. Rodolfo Illanes,Comunidad 16 de Julio Capihuara,18.0
,60301.0,6030103683.0,Nucleo Escolar Confital,Confital,13.0
,60302.0,6030203696.0,U.E. Combuyo,Calle de Combuyo,19.0
,60302.0,6030203715.0,Unidad Educativa El Sausalito,Santa Rosa (Colcapirhua) c/ Martin Cardenas y Oscar Alfaro,2.0
,60302.0,6030203717.0,Nucleo Escolar Villa Granado,Villa Granado,20.0
,60303.0,6030303737.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,19.0
,60303.0,6030303756.0,Unidad Educ. Eduardo Lopez O E.Don Bosco,Champa Rancho,19.0
,60402.0,6040203775.0,Nucleo Escolar Laguna Grande,Laguna Grande,1.0
,60501.0,6050103776.0,U.E. Vilomilla,Vilomilla,9.0
,60502.0,6050203785.0,U.E. El Mirador,Zona 5 Alto Mirador,12.0
,60601.0,6060103797.0,Colegio Martin Cardenas,Villa Alalay Av. Siglo Xx y 10 de Noviembre,7.0
,70101.0,7010103804.0,U.E. Soledad Rivas,OTB Cercado-Vinto,13.0
,70101.0,7010103817.0,Colegio Mixto Tecnico Hum. Villa Bolivar,Villa Bolivar,20.0
,70102.0,7010203837.0,Centro Internado Misicuni,Misicuni,4.0
,70102.0,7010203841.0,Kinder San Joaquon,C. Viloma entre C. Colomi y Av. De la Fuerza Aerea,6.0
,70103.0,7010303847.0,Escuela Gualberto Villarroel,Arani,13.0
,70104.0,7010403860.0,Escuela Marton Cardenas,Av. Miguel Mercado Moreira?Vinto,5.0
,70104.0,7010403865.0,Escuela Dr. Demetrio Canelas,Ayapampa,8.0
,70104.0,7010403873.0,Escuela Eugenia Ravasco,Av. Esperanza?Rumi Mayu (Tiquipaya),7.0
,70202.0,7020203880.0,Unidad Educativa Club De Leones,Circunvalacion 375 Enrique Arce,15.0
,70302.0,7030203895.0,Escuela Eugenia Ravasco,Av. Esperanza?Rumi Mayu (Tiquipaya),18.0
,70302.0,7030203913.0,Unidad Educativa Eje Pampa,Eje Pampa,13.0
,70302.0,7030203926.0,Colegio La Salle Fiscal,Av. Tiahuanaco Frente a Tronsito,6.0
,70303.0,7030303932.0,U.E. 27 de Mayo,Av. Elias Meneses entre Agapito Gamboa y Pasaje Innominada,11.0
,70303.0,7030303943.0,U.E. 27 de Mayo,Av. Elias Meneses entre Agapito Gamboa y Pasaje Innominada,16.0
,70401.0,7040103959.0,Unidad Educativa Central Villa Pereira,Villa Pereira,9.0
,70402.0,7040203968.0,Unidad Educativa 14 de Septiembre,Calle Francisco Suarez entre Rigoberto Sains y Cesar Achaval,8.0
,70402.0,7040203976.0,Unidad Educativa Jose Ignacio Sanjines,Final D? Orbigni Oeste Serca a La Laguna Cooa Cooa,20.0
,70402.0,7040203996.0,Unidad Educativa 14 de Septiembre,Calle Francisco Suarez entre Rigoberto Sains y Cesar Achaval,19.0
,70402.0,7040204015.0,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,14.0
,70404.0,7040404029.0,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,17.0
,70404.0,7040404046.0,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,18.0
,70404.0,7040404064.0,Unidad Educativa Aniceto Arce,San Miguel de Aquerani,4.0
,70404.0,7040404068.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,16.0
,70501.0,7050104084.0,Escuela Ismael Montes,La Chulla,8.0
,70501.0,7050104092.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,20.0
,70501.0,7050104112.0,Unidad Educativa Atiy,Por San Isidro,8.0
,70501.0,7050104120.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,3.0
,70502.0,7050204123.0,Sede Comunal Kalliri,Calliri,9.0
,70503.0,7050304132.0,U.E. San Miguel,Av. Ustariz S/N,20.0
,70601.0,7060104152.0,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico,11.0
,70601.0,7060104163.0,Unidad Educativa Lagarpampa,Lagarpampa,9.0
,70601.0,7060104172.0,Colegio Martin Cardenas,Villa Alalay Av. Siglo Xx y 10 de Noviembre,17.0
,70602.0,7060204189.0,Unidad Educativa Villa Nueva,Norte Galilea,17.0
,70603.0,7060304206.0,U.E. Bolivia Japon Tarde,Calle Santa Lucia entre Av. Santo Domingo y calle Nuestra Sra. de Lourdes,12.0
,70603.0,7060304218.0,Escuela Gualberto Villarroel,Arani,19.0
,70603.0,7060304237.0,Centro Integral Nioo Jesus Fe y Alegria,Calle 4 y Miraflores,5.0
,70701.0,7070104242.0,Colegio La Salle Fiscal,Av. Tiahuanaco Frente a Tronsito,2.0
,70702.0,7070204244.0,U.E. San Adalberto Fe y Alegroa,Zona Cementerio Calle Sucre Final,7.0
,70702.0,7070204251.0,U.E. Carmen Rosa Salguero,Calle Miguel Mercado Moreira esq. Circunvalacion,12.0
,70703.0,7070304263.0,U.E. Guillermo Urquidi,Av. Humboldt entre Av. Victor Ustariz y Av. Blanco Galindo,11.0
,70703.0,7070304274.0,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,17.0
,70703.0,7070304291.0,Unidad Educativa Lagarpampa,Lagarpampa,15.0
,70704.0,7070404306.0,Escuela Monseoor Angel Gelmi,Tita Gallo,14.0
,70704.0,7070404320.0,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,10.0
,70705.0,7070504330.0,U.E. El Paso A,Zona Central El Paso,18.0
,70706.0,7070604348.0,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),Rumi Mayu (Colcapirhua),12.0
,70707.0,7070704360.0,U. E. Nuestra Seoora del Rosario,Pasaje Bolovar?Tarija,4.0
,70707.0,7070704364.0,Escuela Melchor Cuadros,Av. Pairumani?Vinto,1.0
,70801.0,7080104365.0,U.E. Arani,Arani,14.0
,70802.0,7080204379.0,Unidad Educativa Club De Leones,Circunvalacion 375 Enrique Arce,20.0
,70802.0,7080204399.0,Unidad Educativa Panama,Panamo,19.0
,70802.0,7080204418.0,U.E. Ana Maroa Romero de Campero,Villa Victoria,5.0
,70803.0,7080304423.0,U.E. Rumy Corral,Comunidad Rumy Corral Centro,8.0
,70804.0,7080404431.0,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),Rumi Mayu (Colcapirhua),19.0
,70804.0,7080404450.0,Unidad Educativa 14 de Septiembre,Calle Francisco Suarez entre Rigoberto Sains y Cesar Achaval,5.0
,70804.0,7080404455.0,Unidad Educativa Simon Bolivar (Sumunpaya),Zona Sumunpuya Sud,2.0
,70804.0,7080404457.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,20.0
,70805.0,7080504477.0,Colegio Aleman Santa Maria,Antezana y Colombia,2.0
,70901.0,7090104479.0,U.E. San Francisco Javier,Zona Alto Buena Vista OTB ISIDRO,10.0
,70902.0,7090204489.0,U.E. 27 de Mayo,Av. Elias Meneses entre Agapito Gamboa y Pasaje Innominada,7.0
,70902.0,7090204496.0,U.E. Ana Maroa Romero de Campero,Villa Victoria,5.0
,70902.0,7090204501.0,U.E. Arasaya,Arasaya,2.0
,70903.0,7090304503.0,U.E. Rumy Corral,Comunidad Rumy Corral Centro,9.0
,70904.0,7090404512.0,Nucleo Escolar Ismael Montes,Conda Baja,11.0
,71001.0,7100104523.0,Escuela La Estrella (San Gabriel),San Gabriel,18.0
,71002.0,7100204541.0,Escuela Manuel De Ugarte,Aiquile,9.0
,71003.0,7100304550.0,U.E. San Antonio,Comunidad San Antonio,11.0
,71003.0,7100304561.0,U.E. 14 de Septiembre,Villa 14 de Septiembre,10.0
,71004.0,7100404571.0,Unidad Educativa Iglesiani,Iglesiani,19.0
,71005.0,7100504590.0,Unidad Educativa Central Villa Pereira,Villa Pereira,15.0
,71005.0,7100504605.0,Unidad Educativa Prof. Oscar Rojas Caballero,Rio Yacuma y Prolongacion Rio Caine,2.0
,71101.0,7110104607.0,Escuela Vicente Donoso (Aguas Calientes),Aguas Calientes,20.0
,71101.0,7110104627.0,U.E. Canaon,Municipio Cochabamba Av. Pedro de Toledo entre Calle Juan de la Cruz Monje y Huanchaca,14.0
,71102.0,7110204641.0,U.E. 14 de Septiembre,Barrio Molle Aguada,13.0
,71103.0,7110304654.0,U.E. Rodolfo Illanes,Comunidad 16 de Julio Capihuara,14.0
,71104.0,7110404668.0,U.E. ADRA Juan XXIII,Calle Agramont francisco cano,2.0
,71105.0,7110504670.0,Unidad Educativa Estanzuela,Estanzuela,18.0
,71106.0,7110604688.0,Colegio San Francisco (Villa Pagador),Villa Sebastian Pagador C/Riobamba y Morochata,14.0
,71106.0,7110604702.0,Unidad Educativa Cauta,Cauta,15.0
,71301.0,7130104717.0,U.E. Avelino Morida,Zubieta,9.0
,71302.0,7130204726.0,U.E. Cochabamba,Calle Jordon No 236,19.0
,71302.0,7130204745.0,Unidad Educativa Ramadas,La Ramada,10.0
,71302.0,7130204755.0,Unidad Educativa Estados Unidos,Isiboro y Todos Santos,16.0
,71401.0,7140104771.0,Sede Sindical Yajo Pampa,Comunidad Yajo Pampa,9.0
,71401.0,7140104780.0,Unidad Educativa Jatun Pampa,Jatun Pampa,7.0
,71402.0,7140204787.0,Colegio Fe y Alegria,Chipiriri,13.0
,71403.0,7140304800.0,U.E. Simon Bolivar,Calle Sucre a lado del Cementerio General,1.0
,71501.0,7150104801.0,Escuela San Jose (V. Tunari),San Jose,16.0
,71501.0,7150104817.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,11.0
,71502.0,7150204828.0,U.E. Pedro Domingo Murillo,Chiuchi Arriba,17.0
,71502.0,7150204845.0,U. E. Titos Linde,Av. Malteria C/ Innominada a una cuadra y media del Instituto Oncologico Nacional,9.0
,71503.0,7150304854.0,Unidad Educ. Eduardo Lopez O E.Don Bosco,Champa Rancho,18.0
,71503.0,7150304872.0,Unidad Educativa Club De Leones,Circunvalacion 375 Enrique Arce,7.0
,80101.0,8010104879.0,Colegio Padre Andros Cuschieri,Calle Kanaut S/N,11.0
,80101.0,8010104890.0,Unidad Educativa Hno Pacifico Feletti,Villa 1o de Mayo,10.0
,80201.0,8020104900.0,U.E. Zenobio Gallardo,Distrito Ramadas,18.0
,80201.0,8020104918.0,Escuela Ismael Montes,La Chulla,8.0
,80301.0,8030104926.0,Colegio Ismael Montes O Luis Espinal,Cerro Verde-Martin Fierro y Yawar Mallku,7.0
,80301.0,8030104933.0,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,1.0
,80302.0,8030204934.0,Escuela Felix Martinez,Av. 31 de Octubre y Av. Mira Flores,18.0
,80302.0,8030204952.0,Sede Social de OTB Cerro San Miguel Alto,Calle Ayllu esquina calle Bonifacio,12.0
,80302.0,8030204964.0,Unidad Educativa Ibuelo,Ibuelo,14.0
,80303.0,8030304978.0,Colegio Abaroa,Av. Ayacucho y Santivaoez,2.0
,80303.0,8030304980.0,Colegio Aleman Santa Maria,Antezana y Colombia,14.0
,80304.0,8030404994.0,U.E. 14 de Septiembre,Villa 14 de Septiembre,18.0
,80401.0,8040105012.0,(Corcel) Penitenciaria San Sebastian Mujeres,Plaz. San Sebastion Acera Oeste,10.0
,80401.0,8040105022.0,Instituto Particular Quillacollo,Calle Gral. Pando entre Santa Cruz y Beni,12.0
,80402.0,8040205034.0,U.E. Padresama,Se encuentra sobre la carretera cochabamba a Santa Cruz km 150,12.0
,80501.0,8050105046.0,Unidad Educativa 1ro de Mayo,Primero de Mayo,8.0
,80501.0,8050105054.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,13.0
,80601.0,8060105067.0,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,15.0
,80602.0,8060205082.0,U.E. Avelino Morida,Zubieta,3.0
,80701.0,8070105085.0,Unidad Educativa Maria Emilia Riquelme (Ex Maria Cristina),Av. Cap. Victor Ustariz,12.0
,80702.0,8070205097.0,Nucleo Educativo Chapisirca,Chapisirca,11.0
,80703.0,8070305108.0,Unidad Educativa Rosendo Peoa,OTB Urbanizacion PIL Sarcobamba Calle Luis Zegarra entre Luis Montaoo y Jorge Udaeta,18.0
,80703.0,8070305126.0,Unidad Educativa Jesus Maestro,Zona Chiquicollo,6.0
,80703.0,8070305132.0,Escuela Manuel De Ugarte,Aiquile,2.0
,80801.0,8080105134.0,Colegio Martin Cardenas,Villa Alalay Av. Siglo Xx y 10 de Noviembre,11.0
,80801.0,8080105145.0,U.E. Ayni Pacha,C. Santa Elena entre Av. Pisiga y C. Innominada ? OTB Alalay Alto Mirador,10.0
,80803.0,8080305155.0,U.E. Adolfo Mercado,Tacopaya,20.0
,90101.0,9010105175.0,U.E. San Francisco Javier,Zona Alto Buena Vista OTB ISIDRO,15.0
,90101.0,9010105190.0,U.E. Lacolaconi,Lacolaconi,3.0
,90102.0,9010205193.0,U.E. 5 de Septiembre,OTB 21 de Septiembre?Calle Tte. Benavides,3.0
,90201.0,9020105196.0,Colegio Martin Cardenas,Villa Alalay Av. Siglo Xx y 10 de Noviembre,7.0
,90201.0,9020105203.0,Unidad Educativa Villa Nueva,Norte Galilea,2.0
,90201.0,9020105205.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,7.0
,90202.0,9020205212.0,U.E. Genoveva Roos,Calle Los Robles entre Av. Segunda Circunvalacion y Calle Sofocles,6.0
,90301.0,9030105218.0,Unidad Educativa Aniceto Arce,San Miguel de Aquerani,14.0
,90303.0,9030305232.0,Colegio San Francisco (Villa Pagador),Villa Sebastian Pagador C/Riobamba y Morochata,13.0
,90303.0,9030305245.0,Unidad Educativa Aniceto Arce,San Miguel de Aquerani,20.0
,90303.0,9030305265.0,U.E. Carmen Rosa Salguero,Calle Miguel Mercado Moreira esq. Circunvalacion,3.0
,90401.0,9040105268.0,Unidad Educativa Villa Nueva,Norte Galilea,9.0
,90401.0,9040105277.0,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal,16.0
,90402.0,9040205293.0,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17.0
,90501.0,9050105310.0,Sede Social Sombrerito,Sindicato Agrarario Sombrerito? Carretera Troncal Cochabamba Mizque,9.0
,90501.0,9050105319.0,Unidad Educativa Santiago,Achandara y Calle Imnominada,5.0
,90502.0,9050205324.0,U.E. Joso Carlos Carrillo,Comunidad Tirani?Final Av. Atahuallpa segunda circunvalacion,11.0
,90503.0,9050305335.0,U.E. Zenobio Gallardo,Distrito Ramadas,17.0
,80602.0,8060205037.0,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),Rumi Mayu (Colcapirhua),16.0
,80602.0,8060205053.0,Sede Social de OTB Cerro San Miguel Alto,Calle Ayllu esquina calle Bonifacio,12.0
,80701.0,8070105065.0,Unidad Educativa Panama,Panamo,1.0
,80702.0,8070205066.0,Nucleo Joso Claure (U. E. San Vicente),San Vicente,4.0
,80702.0,8070205070.0,U.E. Carmen Rosa Salguero,Calle Miguel Mercado Moreira esq. Circunvalacion,16.0
,80702.0,8070205086.0,U.E. Lacolaconi,Lacolaconi,19.0
,80703.0,8070305105.0,U.E. Simon I. Patioo,Avenida Pairumani,11.0
,80703.0,8070305116.0,Escuela Seccional Waripucara,Waripucara,18.0
,80703.0,8070305134.0,Unidad Educativa Maria Emilia Riquelme (Ex Maria Cristina),Av. Cap. Victor Ustariz,14.0
,80801.0,8080105148.0,Instituto Tecnologico El Paso,Avenida Elias Meneces,13.0
,80801.0,8080105161.0,Unidad Educativa David Arzabe,Vinto,20.0
,80801.0,8080105181.0,U.E. Nuestra Seoora de la Merced A,Av. Capiton Voctor Ustariz entre calle Sir Roonald Ross y Calle Antenor de la V?a Garcia,11.0
,80802.0,8080205192.0,Unidad Educativa Estanzuela,Estanzuela,4.0
,80803.0,8080305196.0,Colegio San Francisco (Villa Pagador),Villa Sebastian Pagador C/Riobamba y Morochata,13.0
,80803.0,8080305209.0,Sede Social Sombrerito,Sindicato Agrarario Sombrerito? Carretera Troncal Cochabamba Mizque,2.0
,90101.0,9010105211.0,U.E. Ana Maroa Romero de Campero,Villa Victoria,12.0
,90102.0,9010205223.0,Escuela Simon Rodriguez,Aiquile,4.0
,90103.0,9010305227.0,Unidad Educativa Hno Pacifico Feletti,Villa 1o de Mayo,12.0
,90103.0,9010305239.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,10.0
,90104.0,9010405249.0,Colegio San Miguel (Tiquipaya),C/T. Torrico?C.Beni,16.0
,90201.0,9020105265.0,Instituto Tecnologico El Paso,Avenida Elias Meneces,11.0
,90203.0,9020305276.0,U.E. Bartolina Sisa,Calle Innominada,18.0
,90203.0,9020305294.0,Unidad Educativa Chaqui Mayu,Ch Aquimayu,17.0
,90301.0,9030105311.0,U.E. El Paso A,Zona Central El Paso,5.0
,90301.0,9030105316.0,Unidad Educativa Jatun Pampa,Jatun Pampa,8.0
,90302.0,9030205324.0,U.E. Ana Maroa Romero de Campero,Villa Victoria,9.0
,90303.0,9030305333.0,Unidad Educativa Huanacuni Grande,Huanacuni Chico,14.0
,90303.0,9030305347.0,Unidad Educativa Ramadas,La Ramada,5.0
,90401.0,9040105352.0,Escuela Bolivar,Ayacucho y Punata,4.0
,90402.0,9040205356.0,U.E. Rumy Corral,Comunidad Rumy Corral Centro,3.0
,90402.0,9040205359.0,Colegio Pio XII,25 de Mayo entre Punata,14.0
,90502.0,9050205373.0,U.E. 14 de Septiembre,Villa 14 de Septiembre,5.0
,90503.0,9050305378.0,U.E. Arasaya,Arasaya,16.0
,90503.0,9050305394.0,U.E. Simon I. Patioo,Avenida Pairumani,3.0
