CodigoRecinto,CodigoActa,NroMesa,VotantesHabilitados
2100101220.0,2100101220007.0,7.0,24.0
2100101220.0,2100101220008.0,8.0,149.0
2100101220.0,2100101220009.0,9.0,55.0
2100101220.0,2100101220010.0,10.0,395.0
2100101220.0,2100101220011.0,11.0,103.0
2100101220.0,2100101220012.0,12.0,588.0
2100101220.0,2100101220013.0,13.0,16.0
2100101220.0,2100101220014.0,14.0,159.0
2100101220.0,2100101220015.0,15.0,583.0
2100101220.0,2100101220016.0,16.0,883.0
2100101220.0,2100101220017.0,17.0,448.0
2100101220.0,2100101220018.0,18.0,592.0
2100101220.0,2100101220019.0,19.0,331.0
2100101220.0,2100101220020.0,20.0,605.0
2100201240.0,2100201240001.0,1.0,715.0
2100201240.0,2100201240002.0,2.0,730.0
2100201240.0,2100201240003.0,3.0,754.0
2100201240.0,2100201240004.0,4.0,260.0
2100201240.0,2100201240005.0,5.0,498.0
2100201240.0,2100201240006.0,6.0,687.0
2100201240.0,2100201240007.0,7.0,750.0
2100201240.0,2100201240008.0,8.0,782.0
2100201240.0,2100201240009.0,9.0,738.0
2100201240.0,2100201240010.0,10.0,59.0
2100201240.0,2100201240011.0,11.0,642.0
2100201240.0,2100201240012.0,12.0,199.0
2100201240.0,2100201240013.0,13.0,135.0
2100201253.0,2100201253001.0,1.0,195.0
2100201253.0,2100201253002.0,2.0,121.0
2100201253.0,2100201253003.0,3.0,40.0
2100201253.0,2100201253004.0,4.0,746.0
2100201253.0,2100201253005.0,5.0,26.0
2100201253.0,2100201253006.0,6.0,835.0
2100201253.0,2100201253007.0,7.0,957.0
2100201253.0,2100201253008.0,8.0,756.0
2100201253.0,2100201253009.0,9.0,150.0
2100201253.0,2100201253010.0,10.0,975.0
2100201253.0,2100201253011.0,11.0,241.0
2100201253.0,2100201253012.0,12.0,773.0
2100201253.0,2100201253013.0,13.0,67.0
2100201253.0,2100201253014.0,14.0,377.0
2100201253.0,2100201253015.0,15.0,168.0
2100201253.0,2100201253016.0,16.0,926.0
2100201253.0,2100201253017.0,17.0,612.0
2100201253.0,2100201253018.0,18.0,35.0
2100201253.0,2100201253019.0,19.0,251.0
2100301272.0,2100301272001.0,1.0,727.0
2100301272.0,2100301272002.0,2.0,706.0
2100301272.0,2100301272003.0,3.0,507.0
2100301272.0,2100301272004.0,4.0,102.0
2100301272.0,2100301272005.0,5.0,319.0
2100301272.0,2100301272006.0,6.0,433.0
2100301272.0,2100301272007.0,7.0,808.0
2100301272.0,2100301272008.0,8.0,477.0
2100301272.0,2100301272009.0,9.0,537.0
2100301272.0,2100301272010.0,10.0,823.0
2100301272.0,2100301272011.0,11.0,968.0
2100301272.0,2100301272012.0,12.0,350.0
2100301272.0,2100301272013.0,13.0,714.0
2100301272.0,2100301272014.0,14.0,7.0
2100301272.0,2100301272015.0,15.0,172.0
2100301272.0,2100301272016.0,16.0,343.0
2100301272.0,2100301272017.0,17.0,87.0
2100301272.0,2100301272018.0,18.0,749.0
2100301272.0,2100301272019.0,19.0,712.0
2100501291.0,2100501291001.0,1.0,448.0
2100501291.0,2100501291002.0,2.0,569.0
2100501291.0,2100501291003.0,3.0,288.0
2100501291.0,2100501291004.0,4.0,157.0
2100501291.0,2100501291005.0,5.0,262.0
2100501291.0,2100501291006.0,6.0,428.0
2100501291.0,2100501291007.0,7.0,976.0
2100501291.0,2100501291008.0,8.0,484.0
2100501291.0,2100501291009.0,9.0,400.0
2100601300.0,2100601300001.0,1.0,688.0
2100601300.0,2100601300002.0,2.0,624.0
2100601300.0,2100601300003.0,3.0,199.0
2100601300.0,2100601300004.0,4.0,98.0
2100601300.0,2100601300005.0,5.0,140.0
2100601300.0,2100601300006.0,6.0,443.0
2100601300.0,2100601300007.0,7.0,595.0
2100601300.0,2100601300008.0,8.0,678.0
2100601308.0,2100601308001.0,1.0,585.0
2100601308.0,2100601308002.0,2.0,824.0
2100601308.0,2100601308003.0,3.0,676.0
2100601308.0,2100601308004.0,4.0,751.0
2100601308.0,2100601308005.0,5.0,785.0
2100601308.0,2100601308006.0,6.0,744.0
2100601308.0,2100601308007.0,7.0,849.0
2100601308.0,2100601308008.0,8.0,436.0
2100601308.0,2100601308009.0,9.0,189.0
2100601308.0,2100601308010.0,10.0,132.0
2110101318.0,2110101318001.0,1.0,849.0
2110101318.0,2110101318002.0,2.0,258.0
2110101318.0,2110101318003.0,3.0,998.0
2110101318.0,2110101318004.0,4.0,571.0
2110101318.0,2110101318005.0,5.0,694.0
2110101318.0,2110101318006.0,6.0,543.0
2110101318.0,2110101318007.0,7.0,893.0
2110101318.0,2110101318008.0,8.0,15.0
2110101318.0,2110101318009.0,9.0,362.0
2110101318.0,2110101318010.0,10.0,484.0
2110101318.0,2110101318011.0,11.0,748.0
2110101318.0,2110101318012.0,12.0,956.0
2110101318.0,2110101318013.0,13.0,991.0
2110101318.0,2110101318014.0,14.0,324.0
2110101332.0,2110101332001.0,1.0,359.0
2110101332.0,2110101332002.0,2.0,573.0
2110101332.0,2110101332003.0,3.0,340.0
2110101332.0,2110101332004.0,4.0,526.0
2110101332.0,2110101332005.0,5.0,189.0
2110101332.0,2110101332006.0,6.0,317.0
2110101332.0,2110101332007.0,7.0,409.0
2110101332.0,2110101332008.0,8.0,715.0
2110101332.0,2110101332009.0,9.0,512.0
2110101332.0,2110101332010.0,10.0,868.0
2110101332.0,2110101332011.0,11.0,531.0
2110101332.0,2110101332012.0,12.0,810.0
2110101332.0,2110101332013.0,13.0,123.0
2110101332.0,2110101332014.0,14.0,269.0
2110101332.0,2110101332015.0,15.0,73.0
2110201347.0,2110201347001.0,1.0,982.0
2110201347.0,2110201347002.0,2.0,315.0
2110201347.0,2110201347003.0,3.0,959.0
2110201347.0,2110201347004.0,4.0,258.0
2110201347.0,2110201347005.0,5.0,221.0
2110201347.0,2110201347006.0,6.0,939.0
2110301353.0,2110301353001.0,1.0,746.0
2110301353.0,2110301353002.0,2.0,92.0
2110301353.0,2110301353003.0,3.0,841.0
2110301353.0,2110301353004.0,4.0,407.0
2110301353.0,2110301353005.0,5.0,950.0
2110301353.0,2110301353006.0,6.0,662.0
2110301353.0,2110301353007.0,7.0,296.0
2110301353.0,2110301353008.0,8.0,736.0
2110301353.0,2110301353009.0,9.0,969.0
2110301353.0,2110301353010.0,10.0,768.0
2110301363.0,2110301363001.0,1.0,989.0
2110301363.0,2110301363002.0,2.0,301.0
2110301363.0,2110301363003.0,3.0,344.0
2110301363.0,2110301363004.0,4.0,740.0
2110301363.0,2110301363005.0,5.0,946.0
2110301363.0,2110301363006.0,6.0,589.0
2110301363.0,2110301363007.0,7.0,255.0
2110301363.0,2110301363008.0,8.0,486.0
2110301363.0,2110301363009.0,9.0,689.0
2110301363.0,2110301363010.0,10.0,415.0
2110401373.0,2110401373001.0,1.0,886.0
2110401373.0,2110401373002.0,2.0,628.0
2110401373.0,2110401373003.0,3.0,169.0
2110401373.0,2110401373004.0,4.0,519.0
2110401373.0,2110401373005.0,5.0,948.0
2110401373.0,2110401373006.0,6.0,122.0
2110401373.0,2110401373007.0,7.0,66.0
2110401373.0,2110401373008.0,8.0,256.0
2110401381.0,2110401381001.0,1.0,988.0
2110401381.0,2110401381002.0,2.0,177.0
2110401381.0,2110401381003.0,3.0,52.0
2110501384.0,2110501384001.0,1.0,436.0
2110501384.0,2110501384002.0,2.0,603.0
2110501384.0,2110501384003.0,3.0,813.0
2120101387.0,2120101387001.0,1.0,108.0
2120101387.0,2120101387002.0,2.0,139.0
2120101387.0,2120101387003.0,3.0,365.0
2120101387.0,2120101387004.0,4.0,104.0
2120101387.0,2120101387005.0,5.0,668.0
2120101387.0,2120101387006.0,6.0,692.0
2120101387.0,2120101387007.0,7.0,948.0
2120101387.0,2120101387008.0,8.0,876.0
2120101387.0,2120101387009.0,9.0,512.0
2120101387.0,2120101387010.0,10.0,54.0
2120101387.0,2120101387011.0,11.0,241.0
2120101387.0,2120101387012.0,12.0,197.0
2120101399.0,2120101399001.0,1.0,210.0
2120101399.0,2120101399002.0,2.0,619.0
2120301401.0,2120301401001.0,1.0,672.0
2120301401.0,2120301401002.0,2.0,68.0
2120301401.0,2120301401003.0,3.0,993.0
2120301401.0,2120301401004.0,4.0,136.0
2120301401.0,2120301401005.0,5.0,885.0
2120301401.0,2120301401006.0,6.0,254.0
2120301401.0,2120301401007.0,7.0,343.0
2120301401.0,2120301401008.0,8.0,91.0
2120301401.0,2120301401009.0,9.0,546.0
2120301401.0,2120301401010.0,10.0,442.0
2120301401.0,2120301401011.0,11.0,172.0
2120301401.0,2120301401012.0,12.0,759.0
2120301401.0,2120301401013.0,13.0,792.0
2120301401.0,2120301401014.0,14.0,351.0
2120301401.0,2120301401015.0,15.0,727.0
2120301401.0,2120301401016.0,16.0,973.0
2120301417.0,2120301417001.0,1.0,483.0
2120401418.0,2120401418001.0,1.0,187.0
2120401418.0,2120401418002.0,2.0,141.0
2120401418.0,2120401418003.0,3.0,213.0
2120401418.0,2120401418004.0,4.0,773.0
2120401418.0,2120401418005.0,5.0,846.0
2120401418.0,2120401418006.0,6.0,830.0
2120401418.0,2120401418007.0,7.0,889.0
2120401418.0,2120401418008.0,8.0,351.0
2120401418.0,2120401418009.0,9.0,365.0
2120401418.0,2120401418010.0,10.0,185.0
2120401418.0,2120401418011.0,11.0,210.0
2120401418.0,2120401418012.0,12.0,566.0
2120401418.0,2120401418013.0,13.0,796.0
2120401418.0,2120401418014.0,14.0,873.0
2120401418.0,2120401418015.0,15.0,119.0
2120401418.0,2120401418016.0,16.0,942.0
2120401418.0,2120401418017.0,17.0,906.0
2130101435.0,2130101435001.0,1.0,395.0
2130101435.0,2130101435002.0,2.0,788.0
2130101435.0,2130101435003.0,3.0,522.0
2130101435.0,2130101435004.0,4.0,189.0
2130101435.0,2130101435005.0,5.0,760.0
2130101435.0,2130101435006.0,6.0,348.0
2130101435.0,2130101435007.0,7.0,226.0
2130101435.0,2130101435008.0,8.0,241.0
2130201443.0,2130201443001.0,1.0,114.0
2130301444.0,2130301444001.0,1.0,247.0
2130301444.0,2130301444002.0,2.0,888.0
2130301444.0,2130301444003.0,3.0,434.0
2130301444.0,2130301444004.0,4.0,291.0
2130301444.0,2130301444005.0,5.0,825.0
2130301444.0,2130301444006.0,6.0,114.0
2130301444.0,2130301444007.0,7.0,919.0
2130301444.0,2130301444008.0,8.0,620.0
2130301444.0,2130301444009.0,9.0,965.0
2130301444.0,2130301444010.0,10.0,254.0
2130301444.0,2130301444011.0,11.0,991.0
2130301444.0,2130301444012.0,12.0,994.0
2130301444.0,2130301444013.0,13.0,129.0
2130301444.0,2130301444014.0,14.0,947.0
2130401458.0,2130401458001.0,1.0,623.0
2130401458.0,2130401458002.0,2.0,477.0
2130401458.0,2130401458003.0,3.0,645.0
2130401458.0,2130401458004.0,4.0,879.0
2130401462.0,2130401462001.0,1.0,770.0
2130401462.0,2130401462002.0,2.0,503.0
2130401462.0,2130401462003.0,3.0,526.0
2130401462.0,2130401462004.0,4.0,377.0
2130401462.0,2130401462005.0,5.0,844.0
2130401462.0,2130401462006.0,6.0,397.0
2130401462.0,2130401462007.0,7.0,18.0
2130401462.0,2130401462008.0,8.0,251.0
2130401462.0,2130401462009.0,9.0,268.0
2130401462.0,2130401462010.0,10.0,141.0
2130401462.0,2130401462011.0,11.0,247.0
2130401462.0,2130401462012.0,12.0,421.0
2130401462.0,2130401462013.0,13.0,328.0
2130401462.0,2130401462014.0,14.0,602.0
2130401462.0,2130401462015.0,15.0,808.0
2130401462.0,2130401462016.0,16.0,569.0
2130401462.0,2130401462017.0,17.0,278.0
2130401462.0,2130401462018.0,18.0,396.0
2140101480.0,2140101480001.0,1.0,815.0
2140101480.0,2140101480002.0,2.0,785.0
2140101480.0,2140101480003.0,3.0,636.0
2140101480.0,2140101480004.0,4.0,557.0
2140101480.0,2140101480005.0,5.0,957.0
2140101480.0,2140101480006.0,6.0,901.0
2140101480.0,2140101480007.0,7.0,390.0
2140101480.0,2140101480008.0,8.0,967.0
2140101480.0,2140101480009.0,9.0,735.0
2140101480.0,2140101480010.0,10.0,517.0
2140101480.0,2140101480011.0,11.0,384.0
2140101480.0,2140101480012.0,12.0,294.0
2140101480.0,2140101480013.0,13.0,245.0
2140101480.0,2140101480014.0,14.0,219.0
2140101480.0,2140101480015.0,15.0,50.0
2140101480.0,2140101480016.0,16.0,578.0
2140101480.0,2140101480017.0,17.0,222.0
2140101480.0,2140101480018.0,18.0,837.0
2140101480.0,2140101480019.0,19.0,878.0
2140101499.0,2140101499001.0,1.0,560.0
2140101499.0,2140101499002.0,2.0,139.0
2140101499.0,2140101499003.0,3.0,609.0
2140101499.0,2140101499004.0,4.0,961.0
2140101499.0,2140101499005.0,5.0,617.0
2140101499.0,2140101499006.0,6.0,140.0
2140101499.0,2140101499007.0,7.0,218.0
2140101499.0,2140101499008.0,8.0,340.0
2140201507.0,2140201507001.0,1.0,630.0
2140201507.0,2140201507002.0,2.0,827.0
2140201507.0,2140201507003.0,3.0,764.0
2140201507.0,2140201507004.0,4.0,480.0
2140201511.0,2140201511001.0,1.0,323.0
2140201511.0,2140201511002.0,2.0,519.0
2140201511.0,2140201511003.0,3.0,575.0
2140201511.0,2140201511004.0,4.0,412.0
2140201511.0,2140201511005.0,5.0,622.0
2140201511.0,2140201511006.0,6.0,45.0
2140201511.0,2140201511007.0,7.0,452.0
2140201511.0,2140201511008.0,8.0,424.0
2140201511.0,2140201511009.0,9.0,222.0
2140201511.0,2140201511010.0,10.0,340.0
2140201511.0,2140201511011.0,11.0,477.0
2140201511.0,2140201511012.0,12.0,734.0
2140201511.0,2140201511013.0,13.0,914.0
2140201511.0,2140201511014.0,14.0,282.0
2140201511.0,2140201511015.0,15.0,456.0
2140201511.0,2140201511016.0,16.0,615.0
2140201511.0,2140201511017.0,17.0,96.0
2150101528.0,2150101528001.0,1.0,289.0
2150101528.0,2150101528002.0,2.0,722.0
2150101528.0,2150101528003.0,3.0,657.0
2150101528.0,2150101528004.0,4.0,648.0
2150101528.0,2150101528005.0,5.0,852.0
2150101528.0,2150101528006.0,6.0,531.0
2150101528.0,2150101528007.0,7.0,46.0
2150101528.0,2150101528008.0,8.0,11.0
2150101528.0,2150101528009.0,9.0,146.0
2150101528.0,2150101528010.0,10.0,365.0
2150101528.0,2150101528011.0,11.0,114.0
2150101528.0,2150101528012.0,12.0,13.0
2150101528.0,2150101528013.0,13.0,522.0
2150101528.0,2150101528014.0,14.0,599.0
2150101528.0,2150101528015.0,15.0,482.0
2150101528.0,2150101528016.0,16.0,57.0
2150101544.0,2150101544001.0,1.0,868.0
2150101544.0,2150101544002.0,2.0,554.0
2150101544.0,2150101544003.0,3.0,844.0
2150101544.0,2150101544004.0,4.0,434.0
2150101544.0,2150101544005.0,5.0,51.0
2150101544.0,2150101544006.0,6.0,881.0
2150101544.0,2150101544007.0,7.0,932.0
2150101544.0,2150101544008.0,8.0,596.0
2150101544.0,2150101544009.0,9.0,848.0
2150101544.0,2150101544010.0,10.0,755.0
2150101544.0,2150101544011.0,11.0,977.0
2150101544.0,2150101544012.0,12.0,518.0
2150101544.0,2150101544013.0,13.0,280.0
2150101544.0,2150101544014.0,14.0,776.0
2150101558.0,2150101558001.0,1.0,609.0
2150101558.0,2150101558002.0,2.0,494.0
2150101558.0,2150101558003.0,3.0,465.0
2150101558.0,2150101558004.0,4.0,443.0
2150101558.0,2150101558005.0,5.0,532.0
2150101558.0,2150101558006.0,6.0,796.0
2150101558.0,2150101558007.0,7.0,751.0
2150201565.0,2150201565001.0,1.0,641.0
2150201565.0,2150201565002.0,2.0,738.0
2150201565.0,2150201565003.0,3.0,488.0
2150201565.0,2150201565004.0,4.0,382.0
2150201565.0,2150201565005.0,5.0,551.0
2150201565.0,2150201565006.0,6.0,143.0
2150201565.0,2150201565007.0,7.0,12.0
2150201565.0,2150201565008.0,8.0,585.0
2150201565.0,2150201565009.0,9.0,606.0
2150201565.0,2150201565010.0,10.0,391.0
2150201575.0,2150201575001.0,1.0,558.0
2160101576.0,2160101576001.0,1.0,865.0
2160101577.0,2160101577001.0,1.0,122.0
2160101577.0,2160101577002.0,2.0,788.0
2160101577.0,2160101577003.0,3.0,727.0
2160101577.0,2160101577004.0,4.0,262.0
2160101577.0,2160101577005.0,5.0,148.0
2160101577.0,2160101577006.0,6.0,391.0
2160101577.0,2160101577007.0,7.0,332.0
2160101577.0,2160101577008.0,8.0,670.0
2160101577.0,2160101577009.0,9.0,480.0
2160101577.0,2160101577010.0,10.0,541.0
2160101577.0,2160101577011.0,11.0,566.0
2160101577.0,2160101577012.0,12.0,857.0
2160101577.0,2160101577013.0,13.0,30.0
2160101577.0,2160101577014.0,14.0,456.0
2160101577.0,2160101577015.0,15.0,986.0
2160101577.0,2160101577016.0,16.0,80.0
2160101577.0,2160101577017.0,17.0,42.0
2160101577.0,2160101577018.0,18.0,282.0
2160101577.0,2160101577019.0,19.0,325.0
2160101577.0,2160101577020.0,20.0,839.0
2160101597.0,2160101597001.0,1.0,839.0
2160101597.0,2160101597002.0,2.0,626.0
2160101597.0,2160101597003.0,3.0,743.0
2160101597.0,2160101597004.0,4.0,892.0
2160101597.0,2160101597005.0,5.0,926.0
2160101597.0,2160101597006.0,6.0,77.0
2160101597.0,2160101597007.0,7.0,798.0
2160101597.0,2160101597008.0,8.0,274.0
2160101597.0,2160101597009.0,9.0,254.0
2160101597.0,2160101597010.0,10.0,587.0
2160101597.0,2160101597011.0,11.0,327.0
2160101597.0,2160101597012.0,12.0,920.0
2160101597.0,2160101597013.0,13.0,14.0
2160101597.0,2160101597014.0,14.0,376.0
2160101597.0,2160101597015.0,15.0,151.0
2160101597.0,2160101597016.0,16.0,697.0
2160101597.0,2160101597017.0,17.0,902.0
2160101597.0,2160101597018.0,18.0,341.0
2160101597.0,2160101597019.0,19.0,902.0
2160101597.0,2160101597020.0,20.0,51.0
2160101617.0,2160101617001.0,1.0,738.0
2160101617.0,2160101617002.0,2.0,555.0
2160101617.0,2160101617003.0,3.0,212.0
2160101617.0,2160101617004.0,4.0,508.0
2160101617.0,2160101617005.0,5.0,670.0
2160101617.0,2160101617006.0,6.0,678.0
2160101617.0,2160101617007.0,7.0,864.0
2160201624.0,2160201624001.0,1.0,737.0
2160201624.0,2160201624002.0,2.0,973.0
2160201624.0,2160201624003.0,3.0,865.0
2160201624.0,2160201624004.0,4.0,535.0
2160201624.0,2160201624005.0,5.0,888.0
2160201624.0,2160201624006.0,6.0,687.0
2170201630.0,2170201630001.0,1.0,967.0
2170201630.0,2170201630002.0,2.0,204.0
2170201630.0,2170201630003.0,3.0,753.0
2170201630.0,2170201630004.0,4.0,860.0
2170201630.0,2170201630005.0,5.0,597.0
2170201630.0,2170201630006.0,6.0,503.0
2170201630.0,2170201630007.0,7.0,697.0
2170201630.0,2170201630008.0,8.0,574.0
2170201630.0,2170201630009.0,9.0,853.0
2170201630.0,2170201630010.0,10.0,65.0
2170201630.0,2170201630011.0,11.0,708.0
2170201630.0,2170201630012.0,12.0,811.0
2170201630.0,2170201630013.0,13.0,684.0
2170201630.0,2170201630014.0,14.0,648.0
2170201630.0,2170201630015.0,15.0,820.0
2170301645.0,2170301645001.0,1.0,737.0
2170301645.0,2170301645002.0,2.0,808.0
2170301645.0,2170301645003.0,3.0,846.0
2170301645.0,2170301645004.0,4.0,274.0
2170301645.0,2170301645005.0,5.0,868.0
2170301645.0,2170301645006.0,6.0,326.0
2170301645.0,2170301645007.0,7.0,909.0
2170301645.0,2170301645008.0,8.0,286.0
2170301645.0,2170301645009.0,9.0,230.0
2170301645.0,2170301645010.0,10.0,350.0
2170301645.0,2170301645011.0,11.0,861.0
2170301645.0,2170301645012.0,12.0,992.0
2170301645.0,2170301645013.0,13.0,787.0
2170301645.0,2170301645014.0,14.0,508.0
2170301659.0,2170301659001.0,1.0,666.0
2170301659.0,2170301659002.0,2.0,919.0
2170301659.0,2170301659003.0,3.0,117.0
2170301659.0,2170301659004.0,4.0,253.0
2170301659.0,2170301659005.0,5.0,815.0
2170301659.0,2170301659006.0,6.0,846.0
2170301659.0,2170301659007.0,7.0,763.0
2170301659.0,2170301659008.0,8.0,462.0
2170301659.0,2170301659009.0,9.0,29.0
2170301659.0,2170301659010.0,10.0,245.0
2170301659.0,2170301659011.0,11.0,427.0
2170301659.0,2170301659012.0,12.0,447.0
2170301659.0,2170301659013.0,13.0,231.0
2170301659.0,2170301659014.0,14.0,392.0
2170301659.0,2170301659015.0,15.0,566.0
2170301659.0,2170301659016.0,16.0,626.0
2170301659.0,2170301659017.0,17.0,179.0
2170301659.0,2170301659018.0,18.0,893.0
2170301659.0,2170301659019.0,19.0,599.0
2170301659.0,2170301659020.0,20.0,152.0
2180101679.0,2180101679001.0,1.0,493.0
2180101679.0,2180101679002.0,2.0,982.0
2180101679.0,2180101679003.0,3.0,279.0
2180101682.0,2180101682001.0,1.0,620.0
2180101682.0,2180101682002.0,2.0,325.0
2180101682.0,2180101682003.0,3.0,434.0
2180201685.0,2180201685001.0,1.0,953.0
2180201685.0,2180201685002.0,2.0,355.0
2180301687.0,2180301687001.0,1.0,24.0
2180301687.0,2180301687002.0,2.0,489.0
2180301687.0,2180301687003.0,3.0,835.0
2180301687.0,2180301687004.0,4.0,453.0
2180301687.0,2180301687005.0,5.0,93.0
2180301687.0,2180301687006.0,6.0,237.0
2180301687.0,2180301687007.0,7.0,599.0
2180301687.0,2180301687008.0,8.0,261.0
2180301687.0,2180301687009.0,9.0,254.0
2180301687.0,2180301687010.0,10.0,505.0
2180301687.0,2180301687011.0,11.0,136.0
2180301687.0,2180301687012.0,12.0,3.0
2180301687.0,2180301687013.0,13.0,244.0
2180301687.0,2180301687014.0,14.0,267.0
2180301687.0,2180301687015.0,15.0,785.0
2180301687.0,2180301687016.0,16.0,763.0
2180301687.0,2180301687017.0,17.0,942.0
2180301687.0,2180301687018.0,18.0,913.0
2190201705.0,2190201705001.0,1.0,619.0
2190201705.0,2190201705002.0,2.0,513.0
2190201705.0,2190201705003.0,3.0,261.0
2190201705.0,2190201705004.0,4.0,240.0
2190201705.0,2190201705005.0,5.0,615.0
2190201705.0,2190201705006.0,6.0,904.0
2190201705.0,2190201705007.0,7.0,139.0
2190201705.0,2190201705008.0,8.0,21.0
2190201705.0,2190201705009.0,9.0,643.0
2190201705.0,2190201705010.0,10.0,447.0
2190201705.0,2190201705011.0,11.0,52.0
2190201705.0,2190201705012.0,12.0,741.0
2200201717.0,2200201717001.0,1.0,12.0
2200201717.0,2200201717002.0,2.0,341.0
2200201717.0,2200201717003.0,3.0,591.0
2200201717.0,2200201717004.0,4.0,907.0
2200201717.0,2200201717005.0,5.0,340.0
2200201717.0,2200201717006.0,6.0,912.0
2200201717.0,2200201717007.0,7.0,715.0
2200201717.0,2200201717008.0,8.0,966.0
2200201717.0,2200201717009.0,9.0,766.0
2200201717.0,2200201717010.0,10.0,497.0
2200201717.0,2200201717011.0,11.0,456.0
2200201728.0,2200201728001.0,1.0,951.0
2200201728.0,2200201728002.0,2.0,328.0
2200201728.0,2200201728003.0,3.0,737.0
2200201731.0,2200201731001.0,1.0,368.0
2200201731.0,2200201731002.0,2.0,832.0
2200201731.0,2200201731003.0,3.0,14.0
2200201731.0,2200201731004.0,4.0,345.0
2200201731.0,2200201731005.0,5.0,567.0
2200201731.0,2200201731006.0,6.0,761.0
2200201731.0,2200201731007.0,7.0,60.0
2200201731.0,2200201731008.0,8.0,313.0
2200201731.0,2200201731009.0,9.0,151.0
2200201731.0,2200201731010.0,10.0,139.0
2200201731.0,2200201731011.0,11.0,334.0
2200201731.0,2200201731012.0,12.0,533.0
2200201731.0,2200201731013.0,13.0,460.0
2200201731.0,2200201731014.0,14.0,904.0
2200201731.0,2200201731015.0,15.0,416.0
2200201731.0,2200201731016.0,16.0,1.0
2200201731.0,2200201731017.0,17.0,645.0
2200201731.0,2200201731018.0,18.0,356.0
2200201731.0,2200201731019.0,19.0,415.0
3020101750.0,3020101750001.0,1.0,69.0
3020101750.0,3020101750002.0,2.0,519.0
3020101750.0,3020101750003.0,3.0,924.0
3020101750.0,3020101750004.0,4.0,832.0
3020101750.0,3020101750005.0,5.0,610.0
3020101750.0,3020101750006.0,6.0,95.0
3020101750.0,3020101750007.0,7.0,145.0
3020101750.0,3020101750008.0,8.0,257.0
3020101750.0,3020101750009.0,9.0,534.0
3020101750.0,3020101750010.0,10.0,815.0
3020101750.0,3020101750011.0,11.0,790.0
3020201761.0,3020201761001.0,1.0,296.0
3020201761.0,3020201761002.0,2.0,819.0
3020201761.0,3020201761003.0,3.0,921.0
3020201761.0,3020201761004.0,4.0,551.0
3020201761.0,3020201761005.0,5.0,696.0
3020201761.0,3020201761006.0,6.0,851.0
3020201761.0,3020201761007.0,7.0,775.0
3020201761.0,3020201761008.0,8.0,507.0
3020201761.0,3020201761009.0,9.0,237.0
3020201761.0,3020201761010.0,10.0,394.0
3020201761.0,3020201761011.0,11.0,978.0
3020201761.0,3020201761012.0,12.0,451.0
3020201761.0,3020201761013.0,13.0,213.0
3020201761.0,3020201761014.0,14.0,658.0
3020201761.0,3020201761015.0,15.0,849.0
3020201776.0,3020201776001.0,1.0,261.0
3020201776.0,3020201776002.0,2.0,297.0
3020201776.0,3020201776003.0,3.0,471.0
3020201776.0,3020201776004.0,4.0,349.0
3020201776.0,3020201776005.0,5.0,464.0
3020201776.0,3020201776006.0,6.0,366.0
3020201776.0,3020201776007.0,7.0,437.0
3020201776.0,3020201776008.0,8.0,521.0
3020201776.0,3020201776009.0,9.0,877.0
3020201776.0,3020201776010.0,10.0,831.0
3020201776.0,3020201776011.0,11.0,212.0
3020201776.0,3020201776012.0,12.0,44.0
3020201776.0,3020201776013.0,13.0,85.0
3020201776.0,3020201776014.0,14.0,286.0
3020201776.0,3020201776015.0,15.0,422.0
3020201776.0,3020201776016.0,16.0,441.0
3020201776.0,3020201776017.0,17.0,114.0
3020201793.0,3020201793001.0,1.0,472.0
3020201793.0,3020201793002.0,2.0,613.0
3020201793.0,3020201793003.0,3.0,228.0
3020201793.0,3020201793004.0,4.0,382.0
3020201793.0,3020201793005.0,5.0,561.0
3020201793.0,3020201793006.0,6.0,532.0
3020201793.0,3020201793007.0,7.0,515.0
3020201793.0,3020201793008.0,8.0,201.0
3020201793.0,3020201793009.0,9.0,255.0
3020201793.0,3020201793010.0,10.0,693.0
3020201793.0,3020201793011.0,11.0,241.0
3020201793.0,3020201793012.0,12.0,964.0
3020201793.0,3020201793013.0,13.0,293.0
3020201793.0,3020201793014.0,14.0,810.0
3020201793.0,3020201793015.0,15.0,652.0
3020201793.0,3020201793016.0,16.0,769.0
3020201793.0,3020201793017.0,17.0,426.0
3020201793.0,3020201793018.0,18.0,451.0
3020201793.0,3020201793019.0,19.0,596.0
3020301812.0,3020301812001.0,1.0,834.0
3020301812.0,3020301812002.0,2.0,905.0
3020301812.0,3020301812003.0,3.0,735.0
3020301812.0,3020301812004.0,4.0,686.0
3020301812.0,3020301812005.0,5.0,601.0
3020301812.0,3020301812006.0,6.0,749.0
3020301812.0,3020301812007.0,7.0,511.0
3020301812.0,3020301812008.0,8.0,597.0
3030201820.0,3030201820001.0,1.0,744.0
3030201820.0,3030201820002.0,2.0,274.0
3030201820.0,3030201820003.0,3.0,176.0
3030201820.0,3030201820004.0,4.0,391.0
3030201820.0,3030201820005.0,5.0,33.0
3030201820.0,3030201820006.0,6.0,772.0
3030201826.0,3030201826001.0,1.0,991.0
3030201826.0,3030201826002.0,2.0,722.0
3030201826.0,3030201826003.0,3.0,40.0
3030201826.0,3030201826004.0,4.0,861.0
3030201826.0,3030201826005.0,5.0,853.0
3030201826.0,3030201826006.0,6.0,955.0
3030201826.0,3030201826007.0,7.0,906.0
