codigo_recinto,codigo_municipio,nombre,direccion
7010403873,70104,Escuela Eugenia Ravasco,Av. Esperanza?Rumi Mayu (Tiquipaya)
7020203880,70202,Unidad Educativa Club De Leones,Circunvalacion 375 Enrique Arce
7030203895,70302,Escuela Eugenia Ravasco,Av. Esperanza?Rumi Mayu (Tiquipaya)
7030203913,70302,Unidad Educativa Eje Pampa,Eje Pampa
7030203926,70302,Colegio La Salle Fiscal,Av. Tiahuanaco Frente a Tronsito
7030303932,70303,U.E. 27 de Mayo,Av. Elias Meneses entre Agapito Gamboa y Pasaje Innominada
7030303943,70303,U.E. 27 de Mayo,Av. Elias Meneses entre Agapito Gamboa y Pasaje Innominada
7040103959,70401,Unidad Educativa Central Villa Pereira,Villa Pereira
7040203968,70402,Unidad Educativa 14 de Septiembre,Calle Francisco Suarez entre Rigoberto Sains y Cesar Achaval
7040203976,70402,Unidad Educativa Jose Ignacio Sanjines,Final D? Orbigni Oeste Serca a La Laguna Cooa Cooa
7040203996,70402,Unidad Educativa 14 de Septiembre,Calle Francisco Suarez entre Rigoberto Sains y Cesar Achaval
7040204015,70402,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.
7040404029,70404,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe
7040404046,70404,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha
7040404064,70404,Unidad Educativa Aniceto Arce,San Miguel de Aquerani
7040404068,70404,Unidad Educativa Chaqui Mayu,Ch Aquimayu
7050104084,70501,Escuela Ismael Montes,La Chulla
7050104092,70501,Unidad Educativa Chaqui Mayu,Ch Aquimayu
7050104112,70501,Unidad Educativa Atiy,Por San Isidro
7050104120,70501,Unidad Educativa 1ro de Mayo,Primero de Mayo
7050204123,70502,Sede Comunal Kalliri,Calliri
7050304132,70503,U.E. San Miguel,Av. Ustariz S/N
7060104152,70601,Sede Sindical De Chahuarani Chico,En la Sede de Chahuarani Chico
7060104163,70601,Unidad Educativa Lagarpampa,Lagarpampa
7060104172,70601,Colegio Martin Cardenas,Villa Alalay Av. Siglo Xx y 10 de Noviembre
7060204189,70602,Unidad Educativa Villa Nueva,Norte Galilea
7060304206,70603,U.E. Bolivia Japon Tarde,Calle Santa Lucia entre Av. Santo Domingo y calle Nuestra Sra. de Lourdes
7060304218,70603,Escuela Gualberto Villarroel,Arani
7060304237,70603,Centro Integral Nioo Jesus Fe y Alegria,Calle 4 y Miraflores
7070104242,70701,Colegio La Salle Fiscal,Av. Tiahuanaco Frente a Tronsito
7070204244,70702,U.E. San Adalberto Fe y Alegroa,Zona Cementerio Calle Sucre Final
7070204251,70702,U.E. Carmen Rosa Salguero,Calle Miguel Mercado Moreira esq. Circunvalacion
7070304263,70703,U.E. Guillermo Urquidi,Av. Humboldt entre Av. Victor Ustariz y Av. Blanco Galindo
7070304274,70703,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal
7070304291,70703,Unidad Educativa Lagarpampa,Lagarpampa
7070404306,70704,Escuela Monseoor Angel Gelmi,Tita Gallo
7070404320,70704,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.
7070504330,70705,U.E. El Paso A,Zona Central El Paso
7070604348,70706,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),Rumi Mayu (Colcapirhua)
7070704360,70707,U. E. Nuestra Seoora del Rosario,Pasaje Bolovar?Tarija
7070704364,70707,Escuela Melchor Cuadros,Av. Pairumani?Vinto
7080104365,70801,U.E. Arani,Arani
7080204379,70802,Unidad Educativa Club De Leones,Circunvalacion 375 Enrique Arce
7080204399,70802,Unidad Educativa Panama,Panamo
7080204418,70802,U.E. Ana Maroa Romero de Campero,Villa Victoria
7080304423,70803,U.E. Rumy Corral,Comunidad Rumy Corral Centro
7080404431,70804,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),Rumi Mayu (Colcapirhua)
7080404450,70804,Unidad Educativa 14 de Septiembre,Calle Francisco Suarez entre Rigoberto Sains y Cesar Achaval
7080404455,70804,Unidad Educativa Simon Bolivar (Sumunpaya),Zona Sumunpuya Sud
7080404457,70804,Unidad Educativa 1ro de Mayo,Primero de Mayo
7080504477,70805,Colegio Aleman Santa Maria,Antezana y Colombia
7090104479,70901,U.E. San Francisco Javier,Zona Alto Buena Vista OTB ISIDRO
7090204489,70902,U.E. 27 de Mayo,Av. Elias Meneses entre Agapito Gamboa y Pasaje Innominada
7090204496,70902,U.E. Ana Maroa Romero de Campero,Villa Victoria
7090204501,70902,U.E. Arasaya,Arasaya
7090304503,70903,U.E. Rumy Corral,Comunidad Rumy Corral Centro
7090404512,70904,Nucleo Escolar Ismael Montes,Conda Baja
7100104523,71001,Escuela La Estrella (San Gabriel),San Gabriel
7100204541,71002,Escuela Manuel De Ugarte,Aiquile
7100304550,71003,U.E. San Antonio,Comunidad San Antonio
7100304561,71003,U.E. 14 de Septiembre,Villa 14 de Septiembre
7100404571,71004,Unidad Educativa Iglesiani,Iglesiani
7100504590,71005,Unidad Educativa Central Villa Pereira,Villa Pereira
7100504605,71005,Unidad Educativa Prof. Oscar Rojas Caballero,Rio Yacuma y Prolongacion Rio Caine
7110104607,71101,Escuela Vicente Donoso (Aguas Calientes),Aguas Calientes
7110104627,71101,U.E. Canaon,Municipio Cochabamba Av. Pedro de Toledo entre Calle Juan de la Cruz Monje y Huanchaca
7110204641,71102,U.E. 14 de Septiembre,Barrio Molle Aguada
7110304654,71103,U.E. Rodolfo Illanes,Comunidad 16 de Julio Capihuara
7110404668,71104,U.E. ADRA Juan XXIII,Calle Agramont francisco cano
7110504670,71105,Unidad Educativa Estanzuela,Estanzuela
7110604688,71106,Colegio San Francisco (Villa Pagador),Villa Sebastian Pagador C/Riobamba y Morochata
7110604702,71106,Unidad Educativa Cauta,Cauta
7130104717,71301,U.E. Avelino Morida,Zubieta
7130204726,71302,U.E. Cochabamba,Calle Jordon No 236
7130204745,71302,Unidad Educativa Ramadas,La Ramada
7130204755,71302,Unidad Educativa Estados Unidos,Isiboro y Todos Santos
7140104771,71401,Sede Sindical Yajo Pampa,Comunidad Yajo Pampa
7140104780,71401,Unidad Educativa Jatun Pampa,Jatun Pampa
7140204787,71402,Colegio Fe y Alegria,Chipiriri
7140304800,71403,U.E. Simon Bolivar,Calle Sucre a lado del Cementerio General
7150104801,71501,Escuela San Jose (V. Tunari),San Jose
7150104817,71501,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa
7150204828,71502,U.E. Pedro Domingo Murillo,Chiuchi Arriba
7150204845,71502,U. E. Titos Linde,Av. Malteria C/ Innominada a una cuadra y media del Instituto Oncologico Nacional
7150304854,71503,Unidad Educ. Eduardo Lopez O E.Don Bosco,Champa Rancho
7150304872,71503,Unidad Educativa Club De Leones,Circunvalacion 375 Enrique Arce
8010104879,80101,Colegio Padre Andros Cuschieri,Calle Kanaut S/N
8010104890,80101,Unidad Educativa Hno Pacifico Feletti,Villa 1o de Mayo
8020104900,80201,U.E. Zenobio Gallardo,Distrito Ramadas
8020104918,80201,Escuela Ismael Montes,La Chulla
8030104926,80301,Colegio Ismael Montes O Luis Espinal,Cerro Verde-Martin Fierro y Yawar Mallku
8030104933,80301,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias
8030204934,80302,Escuela Felix Martinez,Av. 31 de Octubre y Av. Mira Flores
8030204952,80302,Sede Social de OTB Cerro San Miguel Alto,Calle Ayllu esquina calle Bonifacio
8030204964,80302,Unidad Educativa Ibuelo,Ibuelo
8030304978,80303,Colegio Abaroa,Av. Ayacucho y Santivaoez
8030304980,80303,Colegio Aleman Santa Maria,Antezana y Colombia
8030404994,80304,U.E. 14 de Septiembre,Villa 14 de Septiembre
8040105012,80401,(Corcel) Penitenciaria San Sebastian Mujeres,Plaz. San Sebastion Acera Oeste
8040105022,80401,Instituto Particular Quillacollo,Calle Gral. Pando entre Santa Cruz y Beni
8040205034,80402,U.E. Padresama,Se encuentra sobre la carretera cochabamba a Santa Cruz km 150
8050105046,80501,Unidad Educativa 1ro de Mayo,Primero de Mayo
8050105054,80501,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa
8060105067,80601,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal
8060205082,80602,U.E. Avelino Morida,Zubieta
8070105085,80701,Unidad Educativa Maria Emilia Riquelme (Ex Maria Cristina),Av. Cap. Victor Ustariz
8070205097,80702,Nucleo Educativo Chapisirca,Chapisirca
8070305108,80703,Unidad Educativa Rosendo Peoa,OTB Urbanizacion PIL Sarcobamba Calle Luis Zegarra entre Luis Montaoo y Jorge Udaeta
8070305126,80703,Unidad Educativa Jesus Maestro,Zona Chiquicollo
8070305132,80703,Escuela Manuel De Ugarte,Aiquile
8080105134,80801,Colegio Martin Cardenas,Villa Alalay Av. Siglo Xx y 10 de Noviembre
8080105145,80801,U.E. Ayni Pacha,C. Santa Elena entre Av. Pisiga y C. Innominada ? OTB Alalay Alto Mirador
8080305155,80803,U.E. Adolfo Mercado,Tacopaya
9010105175,90101,U.E. San Francisco Javier,Zona Alto Buena Vista OTB ISIDRO
9010105190,90101,U.E. Lacolaconi,Lacolaconi
9010205193,90102,U.E. 5 de Septiembre,OTB 21 de Septiembre?Calle Tte. Benavides
9020105196,90201,Colegio Martin Cardenas,Villa Alalay Av. Siglo Xx y 10 de Noviembre
9020105203,90201,Unidad Educativa Villa Nueva,Norte Galilea
9020105205,90201,Unidad Educativa Chaqui Mayu,Ch Aquimayu
9020205212,90202,U.E. Genoveva Roos,Calle Los Robles entre Av. Segunda Circunvalacion y Calle Sofocles
9030105218,90301,Unidad Educativa Aniceto Arce,San Miguel de Aquerani
9030305232,90303,Colegio San Francisco (Villa Pagador),Villa Sebastian Pagador C/Riobamba y Morochata
9030305245,90303,Unidad Educativa Aniceto Arce,San Miguel de Aquerani
9030305265,90303,U.E. Carmen Rosa Salguero,Calle Miguel Mercado Moreira esq. Circunvalacion
9040105268,90401,Unidad Educativa Villa Nueva,Norte Galilea
9040105277,90401,(Corcel) Penitenciaria San Antonio,Av. Ayacucho Frente a La Terminal
9040205293,90402,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.
9050105310,90501,Sede Social Sombrerito,Sindicato Agrarario Sombrerito? Carretera Troncal Cochabamba Mizque
9050105319,90501,Unidad Educativa Santiago,Achandara y Calle Imnominada
9050205324,90502,U.E. Joso Carlos Carrillo,Comunidad Tirani?Final Av. Atahuallpa segunda circunvalacion
9050305335,90503,U.E. Zenobio Gallardo,Distrito Ramadas
8060205037,80602,Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen),Rumi Mayu (Colcapirhua)
8060205053,80602,Sede Social de OTB Cerro San Miguel Alto,Calle Ayllu esquina calle Bonifacio
8070105065,80701,Unidad Educativa Panama,Panamo
8070205066,80702,Nucleo Joso Claure (U. E. San Vicente),San Vicente
8070205070,80702,U.E. Carmen Rosa Salguero,Calle Miguel Mercado Moreira esq. Circunvalacion
8070205086,80702,U.E. Lacolaconi,Lacolaconi
8070305105,80703,U.E. Simon I. Patioo,Avenida Pairumani
8070305116,80703,Escuela Seccional Waripucara,Waripucara
8070305134,80703,Unidad Educativa Maria Emilia Riquelme (Ex Maria Cristina),Av. Cap. Victor Ustariz
8080105148,80801,Instituto Tecnologico El Paso,Avenida Elias Meneces
8080105161,80801,Unidad Educativa David Arzabe,Vinto
8080105181,80801,U.E. Nuestra Seoora de la Merced A,Av. Capiton Voctor Ustariz entre calle Sir Roonald Ross y Calle Antenor de la V?a Garcia
8080205192,80802,Unidad Educativa Estanzuela,Estanzuela
8080305196,80803,Colegio San Francisco (Villa Pagador),Villa Sebastian Pagador C/Riobamba y Morochata
8080305209,80803,Sede Social Sombrerito,Sindicato Agrarario Sombrerito? Carretera Troncal Cochabamba Mizque
9010105211,90101,U.E. Ana Maroa Romero de Campero,Villa Victoria
9010205223,90102,Escuela Simon Rodriguez,Aiquile
9010305227,90103,Unidad Educativa Hno Pacifico Feletti,Villa 1o de Mayo
9010305239,90103,Unidad Educativa Chaqui Mayu,Ch Aquimayu
9010405249,90104,Colegio San Miguel (Tiquipaya),C/T. Torrico?C.Beni
9020105265,90201,Instituto Tecnologico El Paso,Avenida Elias Meneces
9020305276,90203,U.E. Bartolina Sisa,Calle Innominada
9020305294,90203,Unidad Educativa Chaqui Mayu,Ch Aquimayu
9030105311,90301,U.E. El Paso A,Zona Central El Paso
9030105316,90301,Unidad Educativa Jatun Pampa,Jatun Pampa
9030205324,90302,U.E. Ana Maroa Romero de Campero,Villa Victoria
9030305333,90303,Unidad Educativa Huanacuni Grande,Huanacuni Chico
9030305347,90303,Unidad Educativa Ramadas,La Ramada
9040105352,90401,Escuela Bolivar,Ayacucho y Punata
9040205356,90402,U.E. Rumy Corral,Comunidad Rumy Corral Centro
9040205359,90402,Colegio Pio XII,25 de Mayo entre Punata
9050205373,90502,U.E. 14 de Septiembre,Villa 14 de Septiembre
9050305378,90503,U.E. Arasaya,Arasaya
9050305394,90503,U.E. Simon I. Patioo,Avenida Pairumani
