codigo_mesa,codigo_recinto,nro_mesa,votantes_habilitados
2060300926005,2060300926,5,184
2060300926006,2060300926,6,154
2060300926007,2060300926,7,379
2060300926008,2060300926,8,112
2060300926009,2060300926,9,342
2060300926010,2060300926,10,240
2060300926011,2060300926,11,188
2060300926012,2060300926,12,966
2060300926013,2060300926,13,843
2060300926014,2060300926,14,624
2060400940001,2060400940,1,67
2060400940002,2060400940,2,992
2060400940003,2060400940,3,942
2060400940004,2060400940,4,762
2060400940005,2060400940,5,651
2060400940006,2060400940,6,294
2060400940007,2060400940,7,245
2060400940008,2060400940,8,996
2060400948001,2060400948,1,935
2060500949001,2060500949,1,143
2060500949002,2060500949,2,17
2060500949003,2060500949,3,635
2060500949004,2060500949,4,210
2060500949005,2060500949,5,54
2060500949006,2060500949,6,260
2060500949007,2060500949,7,653
2060500949008,2060500949,8,159
2060500949009,2060500949,9,546
2060500949010,2060500949,10,216
2060500949011,2060500949,11,200
2060500949012,2060500949,12,658
2060500949013,2060500949,13,484
2060500962001,2060500962,1,655
2060500962002,2060500962,2,951
2060500962003,2060500962,3,278
2060500962004,2060500962,4,167
2060500962005,2060500962,5,201
2060500962006,2060500962,6,450
2060500962007,2060500962,7,807
2060500962008,2060500962,8,82
2060500962009,2060500962,9,770
2060600971001,2060600971,1,790
2060600971002,2060600971,2,750
2060600971003,2060600971,3,73
2060600971004,2060600971,4,277
2060600971005,2060600971,5,173
2060600971006,2060600971,6,571
2060700977001,2060700977,1,37
2060700977002,2060700977,2,407
2060700977003,2060700977,3,113
2060700977004,2060700977,4,514
2060700977005,2060700977,5,677
2060800982001,2060800982,1,543
2060800982002,2060800982,2,956
2060800982003,2060800982,3,559
2060800982004,2060800982,4,791
2060800982005,2060800982,5,51
2060800982006,2060800982,6,950
2060800982007,2060800982,7,921
2060800982008,2060800982,8,551
2060800982009,2060800982,9,248
2060800982010,2060800982,10,422
2060800982011,2060800982,11,37
2060800982012,2060800982,12,222
2060800982013,2060800982,13,1
2060800982014,2060800982,14,255
2070100996001,2070100996,1,807
2070100996002,2070100996,2,584
2070100996003,2070100996,3,458
2070100996004,2070100996,4,675
2070100996005,2070100996,5,141
2070100996006,2070100996,6,228
2070100996007,2070100996,7,615
2070100996008,2070100996,8,749
2070100996009,2070100996,9,601
2070100996010,2070100996,10,848
2070100996011,2070100996,11,43
2070100996012,2070100996,12,51
2070100996013,2070100996,13,195
2070101009001,2070101009,1,808
2070101009002,2070101009,2,824
2070101009003,2070101009,3,395
2070101009004,2070101009,4,748
2070101009005,2070101009,5,357
2070101009006,2070101009,6,45
2070101015001,2070101015,1,468
2070101015002,2070101015,2,721
2070101015003,2070101015,3,204
2070101015004,2070101015,4,7
2070101015005,2070101015,5,610
2070101020001,2070101020,1,305
2070101020002,2070101020,2,308
2070101020003,2070101020,3,810
2070101020004,2070101020,4,945
2070101020005,2070101020,5,213
2070101020006,2070101020,6,885
2070101020007,2070101020,7,966
2070101020008,2070101020,8,291
2080101028001,2080101028,1,475
2080101028002,2080101028,2,668
2080101028003,2080101028,3,61
2080101028004,2080101028,4,11
2080101028005,2080101028,5,389
2080101028006,2080101028,6,83
2080101034001,2080101034,1,756
2080101034002,2080101034,2,821
2080101034003,2080101034,3,347
2080201037001,2080201037,1,443
2080201037002,2080201037,2,209
2080201037003,2080201037,3,115
2080201037004,2080201037,4,775
2080201037005,2080201037,5,123
2080201037006,2080201037,6,367
2080201037007,2080201037,7,747
2080201037008,2080201037,8,891
2080201037009,2080201037,9,737
2080201046001,2080201046,1,857
2080201046002,2080201046,2,619
2080201046003,2080201046,3,128
2080201046004,2080201046,4,71
2080201046005,2080201046,5,428
2080201046006,2080201046,6,396
2080201046007,2080201046,7,114
2080201046008,2080201046,8,985
2080201046009,2080201046,9,603
2080201046010,2080201046,10,297
2080201046011,2080201046,11,338
2080201046012,2080201046,12,180
2080201046013,2080201046,13,498
2080201046014,2080201046,14,204
2080201046015,2080201046,15,417
2080201046016,2080201046,16,749
2080201046017,2080201046,17,148
2080201046018,2080201046,18,456
2080201046019,2080201046,19,641
2080201046020,2080201046,20,247
2080201066001,2080201066,1,649
2080201066002,2080201066,2,525
2080201066003,2080201066,3,234
2080201066004,2080201066,4,660
2080301070001,2080301070,1,4
2080301070002,2080301070,2,532
2080301070003,2080301070,3,731
2080301070004,2080301070,4,794
2080301070005,2080301070,5,977
2080301070006,2080301070,6,121
2080301070007,2080301070,7,436
2080301070008,2080301070,8,425
2080301070009,2080301070,9,667
2080301070010,2080301070,10,600
2080301070011,2080301070,11,277
2080301070012,2080301070,12,71
2080301070013,2080301070,13,782
2080301070014,2080301070,14,104
2080301070015,2080301070,15,776
2080301070016,2080301070,16,544
2080301086001,2080301086,1,842
2080301086002,2080301086,2,353
2080301086003,2080301086,3,283
2080301089001,2080301089,1,581
2080301089002,2080301089,2,204
2080301089003,2080301089,3,857
2080301089004,2080301089,4,311
2080301089005,2080301089,5,965
2080301089006,2080301089,6,542
2080301089007,2080301089,7,363
2080301089008,2080301089,8,403
2080301089009,2080301089,9,104
2080301089010,2080301089,10,659
2080301089011,2080301089,11,655
2080301089012,2080301089,12,114
2080301089013,2080301089,13,428
2080301089014,2080301089,14,639
2080401103001,2080401103,1,189
2080401103002,2080401103,2,24
2080401103003,2080401103,3,169
2080401103004,2080401103,4,967
2080401107001,2080401107,1,628
2080501108001,2080501108,1,112
2080501108002,2080501108,2,967
2080501108003,2080501108,3,974
2080501108004,2080501108,4,291
2080501108005,2080501108,5,440
2080501108006,2080501108,6,903
2080501108007,2080501108,7,686
2080501108008,2080501108,8,794
2080501108009,2080501108,9,931
2080501108010,2080501108,10,225
2080501108011,2080501108,11,66
2080501108012,2080501108,12,512
2080501108013,2080501108,13,832
2080501108014,2080501108,14,41
2080501108015,2080501108,15,300
2080501108016,2080501108,16,863
2080501108017,2080501108,17,797
2080501108018,2080501108,18,250
2080501126001,2080501126,1,236
2080501126002,2080501126,2,143
2080501128001,2080501128,1,153
2080501128002,2080501128,2,94
2080501128003,2080501128,3,246
2080501128004,2080501128,4,264
2080501128005,2080501128,5,167
2080501128006,2080501128,6,156
2080501128007,2080501128,7,116
2080501128008,2080501128,8,470
2080501136001,2080501136,1,750
2080501136002,2080501136,2,5
2080501136003,2080501136,3,616
2080501136004,2080501136,4,674
2080501136005,2080501136,5,635
2080501136006,2080501136,6,372
2080501136007,2080501136,7,155
2080501136008,2080501136,8,61
2080501136009,2080501136,9,825
2080501136010,2080501136,10,163
2080501136011,2080501136,11,56
2080501136012,2080501136,12,640
2080501136013,2080501136,13,178
2080601149001,2080601149,1,498
2080601149002,2080601149,2,431
2080601149003,2080601149,3,64
2080601149004,2080601149,4,584
2080601149005,2080601149,5,15
2080601149006,2080601149,6,213
2080601149007,2080601149,7,508
2080601149008,2080601149,8,142
2080601149009,2080601149,9,979
2080601149010,2080601149,10,693
2080601149011,2080601149,11,870
2080601149012,2080601149,12,958
2080601149013,2080601149,13,569
2080601149014,2080601149,14,598
2080601149015,2080601149,15,321
2080601149016,2080601149,16,142
2080601149017,2080601149,17,165
2080601149018,2080601149,18,996
2080601149019,2080601149,19,682
2080601149020,2080601149,20,45
2080701169001,2080701169,1,630
2080701169002,2080701169,2,963
2080701169003,2080701169,3,910
2080701169004,2080701169,4,765
2080701169005,2080701169,5,595
2080701169006,2080701169,6,702
2080701175001,2080701175,1,541
2080701175002,2080701175,2,382
2080701175003,2080701175,3,238
2090101178001,2090101178,1,219
2090101178002,2090101178,2,864
2090101180001,2090101180,1,533
2090101180002,2090101180,2,634
2090101180003,2090101180,3,74
2090101180004,2090101180,4,697
2090101180005,2090101180,5,524
2090101180006,2090101180,6,738
2090101180007,2090101180,7,914
2090101180008,2090101180,8,811
2090101188001,2090101188,1,55
2090101188002,2090101188,2,534
2090101188003,2090101188,3,451
2090101188004,2090101188,4,551
2090101188005,2090101188,5,317
2090301193001,2090301193,1,297
2090301193002,2090301193,2,226
2090301193003,2090301193,3,434
2090301193004,2090301193,4,714
2090301193005,2090301193,5,924
2090301193006,2090301193,6,976
2090301193007,2090301193,7,23
2090301193008,2090301193,8,330
2090301193009,2090301193,9,876
2090501202001,2090501202,1,976
2090501202002,2090501202,2,985
2090501202003,2090501202,3,179
2090501202004,2090501202,4,827
2090501202005,2090501202,5,629
2090501202006,2090501202,6,635
2090501202007,2090501202,7,973
2090501202008,2090501202,8,731
2090501202009,2090501202,9,106
2090501202010,2090501202,10,60
2090501202011,2090501202,11,212
2100101213001,2100101213,1,81
2100101213002,2100101213,2,392
2100101213003,2100101213,3,147
2100101213004,2100101213,4,530
2100101213005,2100101213,5,865
2100101213006,2100101213,6,828
2100101213007,2100101213,7,527
2100101220001,2100101220,1,340
2100101220002,2100101220,2,124
2100101220003,2100101220,3,894
2100101220004,2100101220,4,791
2100101220005,2100101220,5,48
2100101220006,2100101220,6,930
2100101220007,2100101220,7,24
2100101220008,2100101220,8,149
2100101220009,2100101220,9,55
2100101220010,2100101220,10,395
2100101220011,2100101220,11,103
2100101220012,2100101220,12,588
2100101220013,2100101220,13,16
2100101220014,2100101220,14,159
2100101220015,2100101220,15,583
2100101220016,2100101220,16,883
2100101220017,2100101220,17,448
2100101220018,2100101220,18,592
2100101220019,2100101220,19,331
2100101220020,2100101220,20,605
2100201240001,2100201240,1,715
2100201240002,2100201240,2,730
2100201240003,2100201240,3,754
2100201240004,2100201240,4,260
2100201240005,2100201240,5,498
2100201240006,2100201240,6,687
2100201240007,2100201240,7,750
2100201240008,2100201240,8,782
2100201240009,2100201240,9,738
2100201240010,2100201240,10,59
2100201240011,2100201240,11,642
2100201240012,2100201240,12,199
2100201240013,2100201240,13,135
2100201253001,2100201253,1,195
2100201253002,2100201253,2,121
2100201253003,2100201253,3,40
2100201253004,2100201253,4,746
2100201253005,2100201253,5,26
2100201253006,2100201253,6,835
2100201253007,2100201253,7,957
2100201253008,2100201253,8,756
2100201253009,2100201253,9,150
2100201253010,2100201253,10,975
2100201253011,2100201253,11,241
2100201253012,2100201253,12,773
2100201253013,2100201253,13,67
2100201253014,2100201253,14,377
2100201253015,2100201253,15,168
2100201253016,2100201253,16,926
2100201253017,2100201253,17,612
2100201253018,2100201253,18,35
2100201253019,2100201253,19,251
2100301272001,2100301272,1,727
2100301272002,2100301272,2,706
2100301272003,2100301272,3,507
2100301272004,2100301272,4,102
2100301272005,2100301272,5,319
2100301272006,2100301272,6,433
2100301272007,2100301272,7,808
2100301272008,2100301272,8,477
2100301272009,2100301272,9,537
2100301272010,2100301272,10,823
2100301272011,2100301272,11,968
2100301272012,2100301272,12,350
2100301272013,2100301272,13,714
2100301272014,2100301272,14,7
2100301272015,2100301272,15,172
2100301272016,2100301272,16,343
2100301272017,2100301272,17,87
2100301272018,2100301272,18,749
2100301272019,2100301272,19,712
2100501291001,2100501291,1,448
2100501291002,2100501291,2,569
2100501291003,2100501291,3,288
2100501291004,2100501291,4,157
2100501291005,2100501291,5,262
2100501291006,2100501291,6,428
2100501291007,2100501291,7,976
2100501291008,2100501291,8,484
2100501291009,2100501291,9,400
2100601300001,2100601300,1,688
2100601300002,2100601300,2,624
2100601300003,2100601300,3,199
2100601300004,2100601300,4,98
2100601300005,2100601300,5,140
2100601300006,2100601300,6,443
2100601300007,2100601300,7,595
2100601300008,2100601300,8,678
2100601308001,2100601308,1,585
2100601308002,2100601308,2,824
2100601308003,2100601308,3,676
2100601308004,2100601308,4,751
2100601308005,2100601308,5,785
2100601308006,2100601308,6,744
2100601308007,2100601308,7,849
2100601308008,2100601308,8,436
2100601308009,2100601308,9,189
2100601308010,2100601308,10,132
2110101318001,2110101318,1,849
2110101318002,2110101318,2,258
2110101318003,2110101318,3,998
2110101318004,2110101318,4,571
2110101318005,2110101318,5,694
2110101318006,2110101318,6,543
2110101318007,2110101318,7,893
2110101318008,2110101318,8,15
2110101318009,2110101318,9,362
2110101318010,2110101318,10,484
2110101318011,2110101318,11,748
2110101318012,2110101318,12,956
2110101318013,2110101318,13,991
2110101318014,2110101318,14,324
2110101332001,2110101332,1,359
2110101332002,2110101332,2,573
2110101332003,2110101332,3,340
2110101332004,2110101332,4,526
2110101332005,2110101332,5,189
2110101332006,2110101332,6,317
2110101332007,2110101332,7,409
2110101332008,2110101332,8,715
2110101332009,2110101332,9,512
2110101332010,2110101332,10,868
2110101332011,2110101332,11,531
2110101332012,2110101332,12,810
2110101332013,2110101332,13,123
2110101332014,2110101332,14,269
2110101332015,2110101332,15,73
2110201347001,2110201347,1,982
2110201347002,2110201347,2,315
2110201347003,2110201347,3,959
2110201347004,2110201347,4,258
2110201347005,2110201347,5,221
2110201347006,2110201347,6,939
2110301353001,2110301353,1,746
2110301353002,2110301353,2,92
2110301353003,2110301353,3,841
2110301353004,2110301353,4,407
2110301353005,2110301353,5,950
2110301353006,2110301353,6,662
2110301353007,2110301353,7,296
2110301353008,2110301353,8,736
2110301353009,2110301353,9,969
2110301353010,2110301353,10,768
2110301363001,2110301363,1,989
2110301363002,2110301363,2,301
2110301363003,2110301363,3,344
2110301363004,2110301363,4,740
2110301363005,2110301363,5,946
2110301363006,2110301363,6,589
2110301363007,2110301363,7,255
2110301363008,2110301363,8,486
2110301363009,2110301363,9,689
2110301363010,2110301363,10,415
2110401373001,2110401373,1,886
2110401373002,2110401373,2,628
2110401373003,2110401373,3,169
2110401373004,2110401373,4,519
2110401373005,2110401373,5,948
2110401373006,2110401373,6,122
2110401373007,2110401373,7,66
2110401373008,2110401373,8,256
2110401381001,2110401381,1,988
2110401381002,2110401381,2,177
2110401381003,2110401381,3,52
2110501384001,2110501384,1,436
2110501384002,2110501384,2,603
2110501384003,2110501384,3,813
2120101387001,2120101387,1,108
2120101387002,2120101387,2,139
2120101387003,2120101387,3,365
2120101387004,2120101387,4,104
2120101387005,2120101387,5,668
2120101387006,2120101387,6,692
2120101387007,2120101387,7,948
2120101387008,2120101387,8,876
2120101387009,2120101387,9,512
2120101387010,2120101387,10,54
2120101387011,2120101387,11,241
2120101387012,2120101387,12,197
2120101399001,2120101399,1,210
2120101399002,2120101399,2,619
2120301401001,2120301401,1,672
2120301401002,2120301401,2,68
2120301401003,2120301401,3,993
2120301401004,2120301401,4,136
2120301401005,2120301401,5,885
2120301401006,2120301401,6,254
2120301401007,2120301401,7,343
2120301401008,2120301401,8,91
2120301401009,2120301401,9,546
2120301401010,2120301401,10,442
2120301401011,2120301401,11,172
2120301401012,2120301401,12,759
2120301401013,2120301401,13,792
2120301401014,2120301401,14,351
2120301401015,2120301401,15,727
2120301401016,2120301401,16,973
2120301417001,2120301417,1,483
2120401418001,2120401418,1,187
2120401418002,2120401418,2,141
2120401418003,2120401418,3,213
2120401418004,2120401418,4,773
2120401418005,2120401418,5,846
2120401418006,2120401418,6,830
2120401418007,2120401418,7,889
2120401418008,2120401418,8,351
2120401418009,2120401418,9,365
2120401418010,2120401418,10,185
2120401418011,2120401418,11,210
2120401418012,2120401418,12,566
2120401418013,2120401418,13,796
2120401418014,2120401418,14,873
2120401418015,2120401418,15,119
2120401418016,2120401418,16,942
2120401418017,2120401418,17,906
2130101435001,2130101435,1,395
2130101435002,2130101435,2,788
2130101435003,2130101435,3,522
2130101435004,2130101435,4,189
2130101435005,2130101435,5,760
2130101435006,2130101435,6,348
2130101435007,2130101435,7,226
2130101435008,2130101435,8,241
2130201443001,2130201443,1,114
2130301444001,2130301444,1,247
2130301444002,2130301444,2,888
2130301444003,2130301444,3,434
2130301444004,2130301444,4,291
2130301444005,2130301444,5,825
2130301444006,2130301444,6,114
2130301444007,2130301444,7,919
2130301444008,2130301444,8,620
2130301444009,2130301444,9,965
2130301444010,2130301444,10,254
2130301444011,2130301444,11,991
2130301444012,2130301444,12,994
2130301444013,2130301444,13,129
2130301444014,2130301444,14,947
2130401458001,2130401458,1,623
2130401458002,2130401458,2,477
2130401458003,2130401458,3,645
2130401458004,2130401458,4,879
2130401462001,2130401462,1,770
2130401462002,2130401462,2,503
2130401462003,2130401462,3,526
2130401462004,2130401462,4,377
2130401462005,2130401462,5,844
2130401462006,2130401462,6,397
2130401462007,2130401462,7,18
2130401462008,2130401462,8,251
2130401462009,2130401462,9,268
2130401462010,2130401462,10,141
2130401462011,2130401462,11,247
2130401462012,2130401462,12,421
2130401462013,2130401462,13,328
2130401462014,2130401462,14,602
2130401462015,2130401462,15,808
2130401462016,2130401462,16,569
2130401462017,2130401462,17,278
2130401462018,2130401462,18,396
2140101480001,2140101480,1,815
2140101480002,2140101480,2,785
2140101480003,2140101480,3,636
2140101480004,2140101480,4,557
2140101480005,2140101480,5,957
2140101480006,2140101480,6,901
2140101480007,2140101480,7,390
2140101480008,2140101480,8,967
2140101480009,2140101480,9,735
2140101480010,2140101480,10,517
2140101480011,2140101480,11,384
2140101480012,2140101480,12,294
2140101480013,2140101480,13,245
2140101480014,2140101480,14,219
2140101480015,2140101480,15,50
2140101480016,2140101480,16,578
2140101480017,2140101480,17,222
2140101480018,2140101480,18,837
2140101480019,2140101480,19,878
2140101499001,2140101499,1,560
2140101499002,2140101499,2,139
2140101499003,2140101499,3,609
2140101499004,2140101499,4,961
2140101499005,2140101499,5,617
2140101499006,2140101499,6,140
2140101499007,2140101499,7,218
2140101499008,2140101499,8,340
2140201507001,2140201507,1,630
2140201507002,2140201507,2,827
2140201507003,2140201507,3,764
2140201507004,2140201507,4,480
2140201511001,2140201511,1,323
2140201511002,2140201511,2,519
2140201511003,2140201511,3,575
2140201511004,2140201511,4,412
2140201511005,2140201511,5,622
2140201511006,2140201511,6,45
2140201511007,2140201511,7,452
2140201511008,2140201511,8,424
2140201511009,2140201511,9,222
2140201511010,2140201511,10,340
2140201511011,2140201511,11,477
2140201511012,2140201511,12,734
2140201511013,2140201511,13,914
2140201511014,2140201511,14,282
2140201511015,2140201511,15,456
2140201511016,2140201511,16,615
2140201511017,2140201511,17,96
2150101528001,2150101528,1,289
2150101528002,2150101528,2,722
2150101528003,2150101528,3,657
2150101528004,2150101528,4,648
2150101528005,2150101528,5,852
2150101528006,2150101528,6,531
2150101528007,2150101528,7,46
2150101528008,2150101528,8,11
2150101528009,2150101528,9,146
2150101528010,2150101528,10,365
2150101528011,2150101528,11,114
2150101528012,2150101528,12,13
2150101528013,2150101528,13,522
2150101528014,2150101528,14,599
2150101528015,2150101528,15,482
2150101528016,2150101528,16,57
2150101544001,2150101544,1,868
2150101544002,2150101544,2,554
2150101544003,2150101544,3,844
2150101544004,2150101544,4,434
2150101544005,2150101544,5,51
2150101544006,2150101544,6,881
2150101544007,2150101544,7,932
2150101544008,2150101544,8,596
2150101544009,2150101544,9,848
2150101544010,2150101544,10,755
2150101544011,2150101544,11,977
2150101544012,2150101544,12,518
2150101544013,2150101544,13,280
2150101544014,2150101544,14,776
2150101558001,2150101558,1,609
2150101558002,2150101558,2,494
2150101558003,2150101558,3,465
2150101558004,2150101558,4,443
2150101558005,2150101558,5,532
2150101558006,2150101558,6,796
2150101558007,2150101558,7,751
2150201565001,2150201565,1,641
2150201565002,2150201565,2,738
2150201565003,2150201565,3,488
2150201565004,2150201565,4,382
2150201565005,2150201565,5,551
2150201565006,2150201565,6,143
2150201565007,2150201565,7,12
2150201565008,2150201565,8,585
2150201565009,2150201565,9,606
2150201565010,2150201565,10,391
2150201575001,2150201575,1,558
2160101576001,2160101576,1,865
2160101577001,2160101577,1,122
2160101577002,2160101577,2,788
2160101577003,2160101577,3,727
2160101577004,2160101577,4,262
2160101577005,2160101577,5,148
2160101577006,2160101577,6,391
2160101577007,2160101577,7,332
2160101577008,2160101577,8,670
2160101577009,2160101577,9,480
2160101577010,2160101577,10,541
2160101577011,2160101577,11,566
2160101577012,2160101577,12,857
2160101577013,2160101577,13,30
2160101577014,2160101577,14,456
2160101577015,2160101577,15,986
2160101577016,2160101577,16,80
2160101577017,2160101577,17,42
2160101577018,2160101577,18,282
2160101577019,2160101577,19,325
2160101577020,2160101577,20,839
2160101597001,2160101597,1,839
2160101597002,2160101597,2,626
2160101597003,2160101597,3,743
2160101597004,2160101597,4,892
2160101597005,2160101597,5,926
2160101597006,2160101597,6,77
2160101597007,2160101597,7,798
2160101597008,2160101597,8,274
2160101597009,2160101597,9,254
2160101597010,2160101597,10,587
2160101597011,2160101597,11,327
2160101597012,2160101597,12,920
2160101597013,2160101597,13,14
2160101597014,2160101597,14,376
2160101597015,2160101597,15,151
2160101597016,2160101597,16,697
2160101597017,2160101597,17,902
2160101597018,2160101597,18,341
2160101597019,2160101597,19,902
2160101597020,2160101597,20,51
2160101617001,2160101617,1,738
2160101617002,2160101617,2,555
2160101617003,2160101617,3,212
2160101617004,2160101617,4,508
2160101617005,2160101617,5,670
2160101617006,2160101617,6,678
2160101617007,2160101617,7,864
2160201624001,2160201624,1,737
2160201624002,2160201624,2,973
2160201624003,2160201624,3,865
2160201624004,2160201624,4,535
2160201624005,2160201624,5,888
2160201624006,2160201624,6,687
2170201630001,2170201630,1,967
2170201630002,2170201630,2,204
2170201630003,2170201630,3,753
2170201630004,2170201630,4,860
2170201630005,2170201630,5,597
2170201630006,2170201630,6,503
2170201630007,2170201630,7,697
2170201630008,2170201630,8,574
2170201630009,2170201630,9,853
2170201630010,2170201630,10,65
2170201630011,2170201630,11,708
2170201630012,2170201630,12,811
2170201630013,2170201630,13,684
2170201630014,2170201630,14,648
2170201630015,2170201630,15,820
2170301645001,2170301645,1,737
2170301645002,2170301645,2,808
2170301645003,2170301645,3,846
2170301645004,2170301645,4,274
2170301645005,2170301645,5,868
2170301645006,2170301645,6,326
2170301645007,2170301645,7,909
2170301645008,2170301645,8,286
2170301645009,2170301645,9,230
2170301645010,2170301645,10,350
2170301645011,2170301645,11,861
2170301645012,2170301645,12,992
2170301645013,2170301645,13,787
2170301645014,2170301645,14,508
2170301659001,2170301659,1,666
2170301659002,2170301659,2,919
2170301659003,2170301659,3,117
2170301659004,2170301659,4,253
2170301659005,2170301659,5,815
2170301659006,2170301659,6,846
2170301659007,2170301659,7,763
2170301659008,2170301659,8,462
2170301659009,2170301659,9,29
2170301659010,2170301659,10,245
2170301659011,2170301659,11,427
2170301659012,2170301659,12,447
2170301659013,2170301659,13,231
2170301659014,2170301659,14,392
2170301659015,2170301659,15,566
2170301659016,2170301659,16,626
2170301659017,2170301659,17,179
2170301659018,2170301659,18,893
2170301659019,2170301659,19,599
2170301659020,2170301659,20,152
2180101679001,2180101679,1,493
2180101679002,2180101679,2,982
2180101679003,2180101679,3,279
2180101682001,2180101682,1,620
2180101682002,2180101682,2,325
2180101682003,2180101682,3,434
2180201685001,2180201685,1,953
2180201685002,2180201685,2,355
2180301687001,2180301687,1,24
2180301687002,2180301687,2,489
2180301687003,2180301687,3,835
2180301687004,2180301687,4,453
2180301687005,2180301687,5,93
2180301687006,2180301687,6,237
2180301687007,2180301687,7,599
2180301687008,2180301687,8,261
2180301687009,2180301687,9,254
2180301687010,2180301687,10,505
2180301687011,2180301687,11,136
2180301687012,2180301687,12,3
2180301687013,2180301687,13,244
2180301687014,2180301687,14,267
2180301687015,2180301687,15,785
2180301687016,2180301687,16,763
2180301687017,2180301687,17,942
2180301687018,2180301687,18,913
2190201705001,2190201705,1,619
2190201705002,2190201705,2,513
2190201705003,2190201705,3,261
2190201705004,2190201705,4,240
2190201705005,2190201705,5,615
2190201705006,2190201705,6,904
2190201705007,2190201705,7,139
2190201705008,2190201705,8,21
2190201705009,2190201705,9,643
2190201705010,2190201705,10,447
2190201705011,2190201705,11,52
2190201705012,2190201705,12,741
2200201717001,2200201717,1,12
2200201717002,2200201717,2,341
2200201717003,2200201717,3,591
2200201717004,2200201717,4,907
2200201717005,2200201717,5,340
2200201717006,2200201717,6,912
2200201717007,2200201717,7,715
2200201717008,2200201717,8,966
2200201717009,2200201717,9,766
2200201717010,2200201717,10,497
2200201717011,2200201717,11,456
2200201728001,2200201728,1,951
2200201728002,2200201728,2,328
2200201728003,2200201728,3,737
2200201731001,2200201731,1,368
2200201731002,2200201731,2,832
2200201731003,2200201731,3,14
2200201731004,2200201731,4,345
2200201731005,2200201731,5,567
2200201731006,2200201731,6,761
2200201731007,2200201731,7,60
2200201731008,2200201731,8,313
2200201731009,2200201731,9,151
2200201731010,2200201731,10,139
2200201731011,2200201731,11,334
2200201731012,2200201731,12,533
2200201731013,2200201731,13,460
2200201731014,2200201731,14,904
2200201731015,2200201731,15,416
2200201731016,2200201731,16,1
2200201731017,2200201731,17,645
2200201731018,2200201731,18,356
2200201731019,2200201731,19,415
3020101750001,3020101750,1,69
3020101750002,3020101750,2,519
3020101750003,3020101750,3,924
3020101750004,3020101750,4,832
3020101750005,3020101750,5,610
3020101750006,3020101750,6,95
3020101750007,3020101750,7,145
3020101750008,3020101750,8,257
3020101750009,3020101750,9,534
3020101750010,3020101750,10,815
3020101750011,3020101750,11,790
3020201761001,3020201761,1,296
3020201761002,3020201761,2,819
3020201761003,3020201761,3,921
3020201761004,3020201761,4,551
3020201761005,3020201761,5,696
3020201761006,3020201761,6,851
3020201761007,3020201761,7,775
3020201761008,3020201761,8,507
3020201761009,3020201761,9,237
3020201761010,3020201761,10,394
3020201761011,3020201761,11,978
3020201761012,3020201761,12,451
3020201761013,3020201761,13,213
3020201761014,3020201761,14,658
3020201761015,3020201761,15,849
3020201776001,3020201776,1,261
3020201776002,3020201776,2,297
3020201776003,3020201776,3,471
3020201776004,3020201776,4,349
3020201776005,3020201776,5,464
3020201776006,3020201776,6,366
3020201776007,3020201776,7,437
3020201776008,3020201776,8,521
3020201776009,3020201776,9,877
3020201776010,3020201776,10,831
3020201776011,3020201776,11,212
3020201776012,3020201776,12,44
3020201776013,3020201776,13,85
3020201776014,3020201776,14,286
3020201776015,3020201776,15,422
3020201776016,3020201776,16,441
3020201776017,3020201776,17,114
3020201793001,3020201793,1,472
3020201793002,3020201793,2,613
3020201793003,3020201793,3,228
3020201793004,3020201793,4,382
3020201793005,3020201793,5,561
3020201793006,3020201793,6,532
3020201793007,3020201793,7,515
3020201793008,3020201793,8,201
3020201793009,3020201793,9,255
3020201793010,3020201793,10,693
3020201793011,3020201793,11,241
3020201793012,3020201793,12,964
3020201793013,3020201793,13,293
3020201793014,3020201793,14,810
3020201793015,3020201793,15,652
3020201793016,3020201793,16,769
3020201793017,3020201793,17,426
3020201793018,3020201793,18,451
3020201793019,3020201793,19,596
3020301812001,3020301812,1,834
3020301812002,3020301812,2,905
3020301812003,3020301812,3,735
3020301812004,3020301812,4,686
3020301812005,3020301812,5,601
3020301812006,3020301812,6,749
3020301812007,3020301812,7,511
3020301812008,3020301812,8,597
3030201820001,3030201820,1,744
3030201820002,3030201820,2,274
3030201820003,3030201820,3,176
3030201820004,3030201820,4,391
3030201820005,3030201820,5,33
3030201820006,3030201820,6,772
3030201826001,3030201826,1,991
3030201826002,3030201826,2,722
3030201826003,3030201826,3,40
3030201826004,3030201826,4,861
3030201826005,3030201826,5,853
3030201826006,3030201826,6,955
3030201826007,3030201826,7,906
3030201826008,3030201826,8,253
3030201826009,3030201826,9,490
3030201826010,3030201826,10,89
3030201836001,3030201836,1,979
3030201836002,3030201836,2,931
3030201836003,3030201836,3,930
3030201836004,3030201836,4,876
3030201836005,3030201836,5,92
3030201836006,3030201836,6,27
3030201836007,3030201836,7,742
3030201836008,3030201836,8,102
3030201836009,3030201836,9,718
3030201836010,3030201836,10,168
3030201836011,3030201836,11,207
3030201836012,3030201836,12,279
3030201836013,3030201836,13,70
3030201836014,3030201836,14,735
3030201836015,3030201836,15,432
3030301851001,3030301851,1,575
3030301851002,3030301851,2,80
3030301851003,3030301851,3,511
3030301851004,3030301851,4,441
3030301851005,3030301851,5,305
3030301851006,3030301851,6,673
3030301851007,3030301851,7,337
3030301851008,3030301851,8,103
3030301851009,3030301851,9,176
3030301851010,3030301851,10,859
